bank_receipt_id,bank_account_id,bank_date,receipt_amount,currency,fx_rate_to_usd,legal_entity,bank_reference,source_bank_file,matched_status,created_at
BR-000193,BANK-ACM-01,2026-03-06,2016.67,USD,1.0,Acme US Inc,WIRE690573,bank_2026-03.csv,matched,2026-03-06
BR-000194,BANK-ACM-01,2026-04-29,2016.67,USD,1.0,Acme US Inc,WIRE461331,bank_2026-04.csv,matched,2026-04-29
BR-000195,BANK-ACM-01,2025-09-04,15400.0,USD,1.0,Acme US Inc,WIRE320244,bank_2025-09.csv,matched,2025-09-04
BR-000196,BANK-ACM-01,2025-06-22,111307.09,GBP,1.27,Acme UK Ltd,WIRE780824,bank_2025-06.csv,matched,2025-06-22
BR-000197,BANK-ACM-01,2026-03-30,9686624.07,ARS,0.0011,Acme Argentina SA,WIRE214933,bank_2026-03.csv,matched,2026-03-30
BR-000198,BANK-ACM-01,2025-05-25,8910000.0,ARS,0.0011,Acme Argentina SA,WIRE221160,bank_2025-05.csv,matched,2025-05-25
BR-000199,BANK-ACM-01,2026-03-16,5445000.0,ARS,0.0011,Acme Argentina SA,WIRE296636,bank_2026-03.csv,matched,2026-03-16
BR-000200,BANK-ACM-01,2026-03-20,5445000.0,ARS,0.0011,Acme Argentina SA,WIRE810689,bank_2026-03.csv,unmatched,2026-03-20
BR-000201,BANK-ACM-01,2026-03-11,11439999.99,ARS,0.0011,Acme Argentina SA,WIRE341777,bank_2026-03.csv,matched,2026-03-11
BR-000202,BANK-ACM-01,2026-03-18,741000.0,MXN,0.058,Acme Mexico SA,WIRE987412,bank_2026-03.csv,matched,2026-03-18
BR-000203,BANK-ACM-01,2026-05-31,741000.0,MXN,0.058,Acme Mexico SA,WIRE513049,bank_2026-05.csv,matched,2026-05-31
BR-000204,BANK-ACM-01,2025-12-06,71666.67,MXN,0.058,Acme Mexico SA,WIRE863156,bank_2025-12.csv,matched,2025-12-06
BR-000205,BANK-ACM-01,2026-02-24,71666.67,MXN,0.058,Acme Mexico SA,WIRE195730,bank_2026-02.csv,matched,2026-02-24
BR-000206,BANK-ACM-01,2026-03-29,71666.67,MXN,0.058,Acme Mexico SA,WIRE304879,bank_2026-03.csv,matched,2026-03-29
BR-000207,BANK-ACM-01,2026-04-10,13608.33,USD,1.0,Acme US Inc,WIRE416076,bank_2026-04.csv,matched,2026-04-10
BR-000208,BANK-ACM-01,2026-05-31,13608.33,USD,1.0,Acme US Inc,WIRE154565,bank_2026-05.csv,matched,2026-05-31
BR-000209,BANK-ACM-01,2026-05-31,3446666.67,ARS,0.0011,Acme Argentina SA,WIRE638973,bank_2026-05.csv,matched,2026-05-31
BR-000210,BANK-ACM-01,2026-05-31,3446666.67,ARS,0.0011,Acme Argentina SA,WIRE880325,bank_2026-05.csv,matched,2026-05-31
BR-000211,BANK-ACM-01,2025-10-10,30937.01,GBP,1.27,Acme UK Ltd,WIRE363088,bank_2025-10.csv,matched,2025-10-10
BR-000212,BANK-ACM-01,2025-11-12,30937.01,GBP,1.27,Acme UK Ltd,WIRE855573,bank_2025-11.csv,matched,2025-11-12
BR-000213,BANK-ACM-01,2026-01-01,30937.01,GBP,1.27,Acme UK Ltd,WIRE181181,bank_2026-01.csv,matched,2026-01-01
BR-000214,BANK-ACM-01,2026-01-13,27792.6,GBP,1.27,Acme UK Ltd,WIRE223242,bank_2026-01.csv,matched,2026-01-13
BR-000215,BANK-ACM-01,2026-04-11,30937.01,GBP,1.27,Acme UK Ltd,WIRE592744,bank_2026-04.csv,matched,2026-04-11
BR-000216,BANK-ACM-01,2026-04-09,30937.01,GBP,1.27,Acme UK Ltd,WIRE531461,bank_2026-04.csv,matched,2026-04-09
BR-000217,BANK-ACM-01,2026-04-15,30937.01,GBP,1.27,Acme UK Ltd,WIRE740266,bank_2026-04.csv,matched,2026-04-15
BR-000218,BANK-ACM-01,2026-05-31,30937.01,GBP,1.27,Acme UK Ltd,WIRE715391,bank_2026-05.csv,matched,2026-05-31
BR-000219,BANK-ACM-01,2025-10-24,162141.73,GBP,1.27,Acme UK Ltd,WIRE206563,bank_2025-10.csv,matched,2025-10-24
BR-000220,BANK-ACM-01,2025-12-11,4259.53,USD,1.0,Acme US Inc,WIRE569629,bank_2025-12.csv,matched,2025-12-11
BR-000221,BANK-ACM-01,2026-04-28,10333.33,EUR,1.08,Acme EU GmbH,WIRE803098,bank_2026-04.csv,matched,2026-04-28
BR-000222,BANK-ACM-01,2026-04-23,10333.33,EUR,1.08,Acme EU GmbH,WIRE341271,bank_2026-04.csv,matched,2026-04-23
BR-000223,BANK-ACM-01,2026-03-25,19111.12,EUR,1.08,Acme EU GmbH,WIRE953650,bank_2026-03.csv,matched,2026-03-25
BR-000224,BANK-ACM-01,2025-11-01,18666.67,EUR,1.08,Acme EU GmbH,WIRE683493,bank_2025-11.csv,matched,2025-11-01
BR-000225,BANK-ACM-01,2026-02-12,241383.33,USD,1.0,Acme US Inc,WIRE875818,bank_2026-02.csv,matched,2026-02-12
BR-000226,BANK-ACM-01,2026-04-09,241383.33,USD,1.0,Acme US Inc,WIRE721042,bank_2026-04.csv,matched,2026-04-09
BR-000227,BANK-ACM-01,2026-05-31,241383.33,USD,1.0,Acme US Inc,WIRE271713,bank_2026-05.csv,matched,2026-05-31
BR-000228,BANK-ACM-01,2025-11-18,269475.0,USD,1.0,Acme US Inc,WIRE330159,bank_2025-11.csv,matched,2025-11-18
BR-000229,BANK-ACM-01,2025-11-30,269475.0,USD,1.0,Acme US Inc,WIRE242905,bank_2025-11.csv,matched,2025-11-30
BR-000230,BANK-ACM-01,2026-02-27,269475.0,USD,1.0,Acme US Inc,WIRE430921,bank_2026-02.csv,matched,2026-02-27
BR-000231,BANK-ACM-01,2026-05-31,212363.54,USD,1.0,Acme US Inc,WIRE630916,bank_2026-05.csv,matched,2026-05-31
BR-000232,BANK-ACM-01,2026-05-31,269475.0,USD,1.0,Acme US Inc,WIRE891834,bank_2026-05.csv,matched,2026-05-31
BR-000233,BANK-ACM-01,2026-05-30,287633.33,USD,1.0,Acme US Inc,WIRE961741,bank_2026-05.csv,matched,2026-05-30
BR-000234,BANK-ACM-01,2025-11-02,275508.33,USD,1.0,Acme US Inc,WIRE987689,bank_2025-11.csv,matched,2025-11-02
BR-000235,BANK-ACM-01,2025-12-04,275508.33,USD,1.0,Acme US Inc,WIRE586042,bank_2025-12.csv,matched,2025-12-04
BR-000236,BANK-ACM-01,2025-12-31,275508.33,USD,1.0,Acme US Inc,WIRE870741,bank_2025-12.csv,matched,2025-12-31
BR-000237,BANK-ACM-01,2026-02-13,275508.33,USD,1.0,Acme US Inc,WIRE753218,bank_2026-02.csv,matched,2026-02-13
BR-000238,BANK-ACM-01,2026-03-11,275508.33,USD,1.0,Acme US Inc,WIRE247080,bank_2026-03.csv,matched,2026-03-11
BR-000239,BANK-ACM-01,2026-05-08,275508.33,USD,1.0,Acme US Inc,WIRE606445,bank_2026-05.csv,matched,2026-05-08
BR-000240,BANK-ACM-01,2026-05-03,275508.33,USD,1.0,Acme US Inc,WIRE729246,bank_2026-05.csv,matched,2026-05-03
BR-000241,BANK-ACM-01,2026-05-01,788700.0,USD,1.0,Acme US Inc,WIRE446753,bank_2026-05.csv,matched,2026-05-01
BR-000242,BANK-ACM-01,2026-05-22,2159.66,GBP,1.27,Acme UK Ltd,WIRE134769,bank_2026-05.csv,matched,2026-05-22
BR-000243,BANK-ACM-01,2026-01-02,11527.56,GBP,1.27,Acme UK Ltd,WIRE498242,bank_2026-01.csv,matched,2026-01-02
BR-000244,BANK-ACM-01,2025-06-28,2035000.0,ARS,0.0011,Acme Argentina SA,WIRE132902,bank_2025-06.csv,matched,2025-06-28
BR-000245,BANK-ACM-01,2025-10-24,2035000.0,ARS,0.0011,Acme Argentina SA,WIRE247393,bank_2025-10.csv,matched,2025-10-24
BR-000246,BANK-ACM-01,2026-01-02,2035000.0,ARS,0.0011,Acme Argentina SA,WIRE424106,bank_2026-01.csv,matched,2026-01-02
BR-000247,BANK-ACM-01,2026-05-06,2035000.0,ARS,0.0011,Acme Argentina SA,WIRE340747,bank_2026-05.csv,matched,2026-05-06
BR-000248,BANK-ACM-01,2026-01-21,341640.0,BRL,0.2,Acme Brasil Ltda,WIRE643196,bank_2026-01.csv,matched,2026-01-21
BR-000249,BANK-ACM-01,2026-05-31,722767.5,BRL,0.2,Acme Brasil Ltda,WIRE397385,bank_2026-05.csv,matched,2026-05-31
BR-000250,BANK-ACM-01,2026-05-31,291817.5,BRL,0.2,Acme Brasil Ltda,WIRE541174,bank_2026-05.csv,matched,2026-05-31
BR-000251,BANK-ACM-01,2025-11-11,534690.0,BRL,0.2,Acme Brasil Ltda,WIRE383226,bank_2025-11.csv,matched,2025-11-11
BR-000252,BANK-ACM-01,2026-02-18,54122.73,BRL,0.2,Acme Brasil Ltda,WIRE410491,bank_2026-02.csv,matched,2026-02-18
BR-000253,BANK-ACM-01,2026-02-16,66562.2,BRL,0.2,Acme Brasil Ltda,WIRE724291,bank_2026-02.csv,matched,2026-02-16
BR-000254,BANK-ACM-01,2025-06-17,212679.17,GBP,1.27,Acme UK Ltd,WIRE974677,bank_2025-06.csv,matched,2025-06-17
BR-000255,BANK-ACM-01,2026-05-31,164859.89,GBP,1.27,Acme UK Ltd,WIRE437585,bank_2026-05.csv,matched,2026-05-31
BR-000256,BANK-ACM-01,2025-05-01,45735.88,GBP,1.27,Acme UK Ltd,WIRE494465,bank_2025-05.csv,matched,2025-05-01
BR-000257,BANK-ACM-01,2025-08-01,35037.42,GBP,1.27,Acme UK Ltd,WIRE863410,bank_2025-08.csv,matched,2025-08-01
BR-000258,BANK-ACM-01,2025-10-26,30483.68,GBP,1.27,Acme UK Ltd,WIRE986971,bank_2025-10.csv,matched,2025-10-26
BR-000259,BANK-ACM-01,2026-02-04,47609.65,GBP,1.27,Acme UK Ltd,WIRE303062,bank_2026-02.csv,matched,2026-02-04
BR-000260,BANK-ACM-01,2025-04-19,36229957.04,MXN,0.058,Acme Mexico SA,WIRE170714,bank_2025-04.csv,matched,2025-04-19
BR-000261,BANK-ACM-01,2026-05-31,4274166.67,MXN,0.058,Acme Mexico SA,WIRE429961,bank_2026-05.csv,matched,2026-05-31
BR-000262,BANK-ACM-01,2026-04-20,244970000.01,ARS,0.0011,Acme Argentina SA,WIRE321885,bank_2026-04.csv,matched,2026-04-20
BR-000263,BANK-ACM-01,2026-05-31,1975.0,USD,1.0,Acme US Inc,WIRE121812,bank_2026-05.csv,matched,2026-05-31
BR-000264,BANK-ACM-01,2025-11-21,152675.93,EUR,1.08,Acme EU GmbH,WIRE736597,bank_2025-11.csv,matched,2025-11-21
BR-000265,BANK-ACM-01,2026-01-16,152675.93,EUR,1.08,Acme EU GmbH,WIRE732681,bank_2026-01.csv,matched,2026-01-16
BR-000266,BANK-ACM-01,2026-01-25,152675.93,EUR,1.08,Acme EU GmbH,WIRE796985,bank_2026-01.csv,matched,2026-01-25
BR-000267,BANK-ACM-01,2026-02-26,152675.93,EUR,1.08,Acme EU GmbH,WIRE778799,bank_2026-02.csv,matched,2026-02-26
BR-000268,BANK-ACM-01,2026-05-01,152675.93,EUR,1.08,Acme EU GmbH,WIRE755863,bank_2026-05.csv,matched,2026-05-01
BR-000269,BANK-ACM-01,2025-06-26,2156.88,USD,1.0,Acme US Inc,WIRE231173,bank_2025-06.csv,matched,2025-06-26
BR-000270,BANK-ACM-01,2025-08-22,2001.44,USD,1.0,Acme US Inc,WIRE798794,bank_2025-08.csv,matched,2025-08-22
BR-000271,BANK-ACM-01,2025-08-29,2920.77,USD,1.0,Acme US Inc,WIRE276649,bank_2025-08.csv,matched,2025-08-29
BR-000272,BANK-ACM-01,2025-09-13,1816.74,USD,1.0,Acme US Inc,WIRE420924,bank_2025-09.csv,matched,2025-09-13
BR-000273,BANK-ACM-01,2025-11-17,2805.8,USD,1.0,Acme US Inc,WIRE392498,bank_2025-11.csv,matched,2025-11-17
BR-000274,BANK-ACM-01,2025-12-17,2620.17,USD,1.0,Acme US Inc,WIRE628058,bank_2025-12.csv,matched,2025-12-17
BR-000275,BANK-ACM-01,2025-12-12,1922.18,USD,1.0,Acme US Inc,WIRE418635,bank_2025-12.csv,matched,2025-12-12
BR-000276,BANK-ACM-01,2026-02-08,2337.94,USD,1.0,Acme US Inc,WIRE696741,bank_2026-02.csv,matched,2026-02-08
BR-000277,BANK-ACM-01,2026-02-27,2485.2,USD,1.0,Acme US Inc,WIRE312262,bank_2026-02.csv,matched,2026-02-27
BR-000278,BANK-ACM-01,2026-04-14,1954.58,USD,1.0,Acme US Inc,WIRE145971,bank_2026-04.csv,matched,2026-04-14
BR-000279,BANK-ACM-01,2026-05-31,2654.44,USD,1.0,Acme US Inc,WIRE782343,bank_2026-05.csv,matched,2026-05-31
BR-000280,BANK-ACM-01,2025-06-18,6900.0,USD,1.0,Acme US Inc,WIRE774442,bank_2025-06.csv,matched,2025-06-18
BR-000281,BANK-ACM-01,2025-05-20,9900.0,USD,1.0,Acme US Inc,WIRE506251,bank_2025-05.csv,matched,2025-05-20
BR-000282,BANK-ACM-01,2026-05-31,12600.0,USD,1.0,Acme US Inc,WIRE981577,bank_2026-05.csv,matched,2026-05-31
BR-000283,BANK-ACM-01,2025-11-29,176000.0,USD,1.0,Acme US Inc,WIRE568328,bank_2025-11.csv,matched,2025-11-29
BR-000284,BANK-ACM-01,2025-07-14,5820.79,USD,1.0,Acme US Inc,WIRE816595,bank_2025-07.csv,matched,2025-07-14
BR-000285,BANK-ACM-01,2025-11-14,7800.0,USD,1.0,Acme US Inc,WIRE182738,bank_2025-11.csv,matched,2025-11-14
BR-000286,BANK-ACM-01,2026-01-09,7800.0,USD,1.0,Acme US Inc,WIRE870168,bank_2026-01.csv,matched,2026-01-09
BR-000287,BANK-ACM-01,2026-01-21,18400.0,USD,1.0,Acme US Inc,WIRE478873,bank_2026-01.csv,matched,2026-01-21
BR-000288,BANK-ACM-01,2025-05-08,27400.0,USD,1.0,Acme US Inc,WIRE819872,bank_2025-05.csv,matched,2025-05-08
BR-000289,BANK-ACM-01,2026-04-17,27400.0,USD,1.0,Acme US Inc,WIRE798746,bank_2026-04.csv,matched,2026-04-17
BR-000290,BANK-ACM-01,2026-04-12,2814.07,USD,1.0,Acme US Inc,WIRE596128,bank_2026-04.csv,matched,2026-04-12
BR-000291,BANK-ACM-01,2026-02-28,1533.33,USD,1.0,Acme US Inc,WIRE546326,bank_2026-02.csv,matched,2026-02-28
BR-000292,BANK-ACM-01,2026-03-02,1533.33,USD,1.0,Acme US Inc,WIRE631066,bank_2026-03.csv,matched,2026-03-02
BR-000293,BANK-ACM-01,2026-05-09,1533.33,USD,1.0,Acme US Inc,WIRE235491,bank_2026-05.csv,matched,2026-05-09
BR-000294,BANK-ACM-01,2026-01-04,403700.0,USD,1.0,Acme US Inc,WIRE788508,bank_2026-01.csv,matched,2026-01-04
BR-000295,BANK-ACM-01,2026-04-05,175216.32,USD,1.0,Acme US Inc,WIRE676012,bank_2026-04.csv,matched,2026-04-05
BR-000296,BANK-ACM-01,2026-01-30,116726.04,USD,1.0,Acme US Inc,WIRE449896,bank_2026-01.csv,matched,2026-01-30
BR-000297,BANK-ACM-01,2026-05-07,90297.31,USD,1.0,Acme US Inc,WIRE557702,bank_2026-05.csv,matched,2026-05-07
BR-000298,BANK-ACM-01,2025-12-16,6779.43,USD,1.0,Acme US Inc,WIRE254963,bank_2025-12.csv,matched,2025-12-16
BR-000299,BANK-ACM-01,2026-02-19,8258.78,USD,1.0,Acme US Inc,WIRE305368,bank_2026-02.csv,matched,2026-02-19
BR-000300,BANK-ACM-01,2026-03-20,9073.74,USD,1.0,Acme US Inc,WIRE643978,bank_2026-03.csv,matched,2026-03-20
BR-000301,BANK-ACM-01,2026-05-18,7908.14,USD,1.0,Acme US Inc,WIRE897570,bank_2026-05.csv,matched,2026-05-18
BR-000302,BANK-ACM-01,2025-09-24,15299.21,GBP,1.27,Acme UK Ltd,WIRE515589,bank_2025-09.csv,matched,2025-09-24
BR-000303,BANK-ACM-01,2025-11-03,15299.21,GBP,1.27,Acme UK Ltd,WIRE812902,bank_2025-11.csv,matched,2025-11-03
BR-000304,BANK-ACM-01,2025-12-15,15299.21,GBP,1.27,Acme UK Ltd,WIRE508368,bank_2025-12.csv,matched,2025-12-15
BR-000305,BANK-ACM-01,2026-01-27,15299.21,GBP,1.27,Acme UK Ltd,WIRE718030,bank_2026-01.csv,matched,2026-01-27
BR-000306,BANK-ACM-01,2026-04-26,15299.21,GBP,1.27,Acme UK Ltd,WIRE550995,bank_2026-04.csv,matched,2026-04-26
BR-000307,BANK-ACM-01,2025-10-01,445511.81,GBP,1.27,Acme UK Ltd,WIRE749606,bank_2025-10.csv,matched,2025-10-01
BR-000308,BANK-ACM-01,2025-11-08,15015.0,BRL,0.2,Acme Brasil Ltda,WIRE847859,bank_2025-11.csv,matched,2025-11-08
BR-000309,BANK-ACM-01,2025-12-07,15015.0,BRL,0.2,Acme Brasil Ltda,WIRE616866,bank_2025-12.csv,matched,2025-12-07
BR-000310,BANK-ACM-01,2025-12-14,15015.0,BRL,0.2,Acme Brasil Ltda,WIRE969034,bank_2025-12.csv,matched,2025-12-14
BR-000311,BANK-ACM-01,2026-01-29,15015.0,BRL,0.2,Acme Brasil Ltda,WIRE306599,bank_2026-01.csv,matched,2026-01-29
BR-000312,BANK-ACM-01,2026-02-17,15015.0,BRL,0.2,Acme Brasil Ltda,WIRE180396,bank_2026-02.csv,matched,2026-02-17
BR-000313,BANK-ACM-01,2026-05-31,15015.0,BRL,0.2,Acme Brasil Ltda,WIRE646351,bank_2026-05.csv,matched,2026-05-31
BR-000314,BANK-ACM-01,2026-04-14,44167.5,BRL,0.2,Acme Brasil Ltda,WIRE630469,bank_2026-04.csv,matched,2026-04-14
BR-000315,BANK-ACM-01,2026-03-01,39633.75,BRL,0.2,Acme Brasil Ltda,WIRE855797,bank_2026-03.csv,matched,2026-03-01
BR-000316,BANK-ACM-01,2026-05-12,39633.75,BRL,0.2,Acme Brasil Ltda,WIRE718649,bank_2026-05.csv,matched,2026-05-12
BR-000317,BANK-ACM-01,2026-03-24,2387.14,BRL,0.2,Acme Brasil Ltda,WIRE611498,bank_2026-03.csv,matched,2026-03-24
BR-000318,BANK-ACM-01,2026-03-15,3514.79,BRL,0.2,Acme Brasil Ltda,WIRE739094,bank_2026-03.csv,matched,2026-03-15
BR-000319,BANK-ACM-01,2026-05-24,2555.27,BRL,0.2,Acme Brasil Ltda,WIRE526440,bank_2026-05.csv,matched,2026-05-24
BR-000320,BANK-ACM-01,2025-09-26,240631.56,BRL,0.2,Acme Brasil Ltda,WIRE725125,bank_2025-09.csv,matched,2025-09-26
BR-000321,BANK-ACM-01,2025-05-23,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE451855,bank_2025-05.csv,matched,2025-05-23
BR-000322,BANK-ACM-01,2025-07-18,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE873649,bank_2025-07.csv,matched,2025-07-18
BR-000323,BANK-ACM-01,2025-08-13,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE828421,bank_2025-08.csv,matched,2025-08-13
BR-000324,BANK-ACM-01,2025-09-20,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE933644,bank_2025-09.csv,matched,2025-09-20
BR-000325,BANK-ACM-01,2025-10-03,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE252312,bank_2025-10.csv,matched,2025-10-03
BR-000326,BANK-ACM-01,2025-12-01,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE840947,bank_2025-12.csv,matched,2025-12-01
BR-000327,BANK-ACM-01,2026-02-05,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE715411,bank_2026-02.csv,matched,2026-02-05
BR-000328,BANK-ACM-01,2026-03-27,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE981266,bank_2026-03.csv,matched,2026-03-27
BR-000329,BANK-ACM-01,2026-05-02,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE546728,bank_2026-05.csv,matched,2026-05-02
BR-000330,BANK-ACM-01,2026-05-29,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE849172,bank_2026-05.csv,matched,2026-05-29
BR-000331,BANK-ACM-01,2026-05-31,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE899831,bank_2026-05.csv,matched,2026-05-31
BR-000332,BANK-ACM-01,2026-05-31,363821.25,BRL,0.2,Acme Brasil Ltda,WIRE814785,bank_2026-05.csv,matched,2026-05-31
BR-000333,BANK-ACM-01,2025-06-17,1906847.27,ARS,0.0011,Acme Argentina SA,WIRE153151,bank_2025-06.csv,matched,2025-06-17
BR-000334,BANK-ACM-01,2026-04-23,3190000.0,ARS,0.0011,Acme Argentina SA,WIRE257288,bank_2026-04.csv,matched,2026-04-23
BR-000335,BANK-ACM-01,2026-04-24,3190000.0,ARS,0.0011,Acme Argentina SA,WIRE871253,bank_2026-04.csv,matched,2026-04-24
BR-000336,BANK-ACM-01,2026-05-28,3190000.0,ARS,0.0011,Acme Argentina SA,WIRE806823,bank_2026-05.csv,matched,2026-05-28
BR-000337,BANK-ACM-01,2025-10-01,1469800.0,USD,1.0,Acme US Inc,WIRE190380,bank_2025-10.csv,matched,2025-10-01
BR-000338,BANK-ACM-01,2025-08-20,5700.0,USD,1.0,Acme US Inc,WIRE919906,bank_2025-08.csv,matched,2025-08-20
BR-000339,BANK-ACM-01,2026-05-08,2685.04,GBP,1.27,Acme UK Ltd,WIRE580487,bank_2026-05.csv,matched,2026-05-08
BR-000340,BANK-ACM-01,2026-05-31,1931.06,GBP,1.27,Acme UK Ltd,WIRE944188,bank_2026-05.csv,matched,2026-05-31
BR-000341,BANK-ACM-01,2025-06-02,4179999.99,ARS,0.0011,Acme Argentina SA,WIRE291181,bank_2025-06.csv,matched,2025-06-02
BR-000342,BANK-ACM-01,2025-11-27,20020000.01,ARS,0.0011,Acme Argentina SA,WIRE999733,bank_2025-11.csv,matched,2025-11-27
BR-000343,BANK-ACM-01,2025-10-05,3015833.33,ARS,0.0011,Acme Argentina SA,WIRE284936,bank_2025-10.csv,matched,2025-10-05
BR-000344,BANK-ACM-01,2025-10-28,3015833.33,ARS,0.0011,Acme Argentina SA,WIRE942507,bank_2025-10.csv,matched,2025-10-28
BR-000345,BANK-ACM-01,2026-01-02,3015833.33,ARS,0.0011,Acme Argentina SA,WIRE609352,bank_2026-01.csv,matched,2026-01-02
BR-000346,BANK-ACM-01,2026-04-07,3015833.33,ARS,0.0011,Acme Argentina SA,WIRE672326,bank_2026-04.csv,matched,2026-04-07
BR-000347,BANK-ACM-01,2026-03-30,3015833.33,ARS,0.0011,Acme Argentina SA,WIRE596543,bank_2026-03.csv,matched,2026-03-30
BR-000348,BANK-ACM-01,2026-04-23,3015833.33,ARS,0.0011,Acme Argentina SA,WIRE911860,bank_2026-04.csv,matched,2026-04-23
BR-000349,BANK-ACM-01,2025-07-02,252000.0,MXN,0.058,Acme Mexico SA,WIRE242095,bank_2025-07.csv,matched,2025-07-02
BR-000350,BANK-ACM-01,2025-11-19,794000.0,MXN,0.058,Acme Mexico SA,WIRE495903,bank_2025-11.csv,matched,2025-11-19
BR-000351,BANK-ACM-01,2026-05-11,157000.0,MXN,0.058,Acme Mexico SA,WIRE969900,bank_2026-05.csv,matched,2026-05-11
BR-000352,BANK-ACM-01,2025-06-15,143097.98,MXN,0.058,Acme Mexico SA,WIRE308980,bank_2025-06.csv,matched,2025-06-15
BR-000353,BANK-ACM-01,2026-01-10,38666.66,MXN,0.058,Acme Mexico SA,WIRE899668,bank_2026-01.csv,matched,2026-01-10
BR-000354,BANK-ACM-01,2026-01-30,38666.66,MXN,0.058,Acme Mexico SA,WIRE648994,bank_2026-01.csv,matched,2026-01-30
BR-000355,BANK-ACM-01,2026-02-28,38666.66,MXN,0.058,Acme Mexico SA,WIRE203904,bank_2026-02.csv,matched,2026-02-28
BR-000356,BANK-ACM-01,2026-04-17,38666.66,MXN,0.058,Acme Mexico SA,WIRE802977,bank_2026-04.csv,matched,2026-04-17
BR-000357,BANK-ACM-01,2026-05-08,38666.66,MXN,0.058,Acme Mexico SA,WIRE526753,bank_2026-05.csv,matched,2026-05-08
BR-000358,BANK-ACM-01,2025-05-03,213333.34,MXN,0.058,Acme Mexico SA,WIRE525565,bank_2025-05.csv,matched,2025-05-03
BR-000359,BANK-ACM-01,2025-05-20,169817.04,MXN,0.058,Acme Mexico SA,WIRE564254,bank_2025-05.csv,matched,2025-05-20
BR-000360,BANK-ACM-01,2025-06-28,213333.34,MXN,0.058,Acme Mexico SA,WIRE191156,bank_2025-06.csv,matched,2025-06-28
BR-000361,BANK-ACM-01,2025-07-13,213333.34,MXN,0.058,Acme Mexico SA,WIRE417249,bank_2025-07.csv,matched,2025-07-13
BR-000362,BANK-ACM-01,2025-07-27,213333.34,MXN,0.058,Acme Mexico SA,WIRE524474,bank_2025-07.csv,matched,2025-07-27
BR-000363,BANK-ACM-01,2025-08-22,213333.34,MXN,0.058,Acme Mexico SA,WIRE339197,bank_2025-08.csv,matched,2025-08-22
BR-000364,BANK-ACM-01,2025-10-30,213333.34,MXN,0.058,Acme Mexico SA,WIRE157050,bank_2025-10.csv,matched,2025-10-30
BR-000365,BANK-ACM-01,2025-11-28,213333.34,MXN,0.058,Acme Mexico SA,WIRE401296,bank_2025-11.csv,matched,2025-11-28
BR-000366,BANK-ACM-01,2025-12-08,213333.34,MXN,0.058,Acme Mexico SA,WIRE590081,bank_2025-12.csv,matched,2025-12-08
BR-000367,BANK-ACM-01,2026-01-18,213333.34,MXN,0.058,Acme Mexico SA,WIRE717738,bank_2026-01.csv,matched,2026-01-18
BR-000368,BANK-ACM-01,2026-02-09,155673.29,MXN,0.058,Acme Mexico SA,WIRE780235,bank_2026-02.csv,matched,2026-02-09
BR-000369,BANK-ACM-01,2026-03-26,213333.34,MXN,0.058,Acme Mexico SA,WIRE846739,bank_2026-03.csv,matched,2026-03-26
BR-000370,BANK-ACM-01,2026-04-21,213333.34,MXN,0.058,Acme Mexico SA,WIRE375868,bank_2026-04.csv,matched,2026-04-21
BR-000371,BANK-ACM-01,2026-05-31,213333.34,MXN,0.058,Acme Mexico SA,WIRE291779,bank_2026-05.csv,matched,2026-05-31
BR-000372,BANK-ACM-01,2025-08-16,33354.34,GBP,1.27,Acme UK Ltd,WIRE697944,bank_2025-08.csv,matched,2025-08-16
BR-000373,BANK-ACM-01,2026-02-17,33354.34,GBP,1.27,Acme UK Ltd,WIRE591778,bank_2026-02.csv,matched,2026-02-17
BR-000374,BANK-ACM-01,2025-06-17,3667.34,GBP,1.27,Acme UK Ltd,WIRE225193,bank_2025-06.csv,matched,2025-06-17
BR-000375,BANK-ACM-01,2025-07-03,5270.58,GBP,1.27,Acme UK Ltd,WIRE168696,bank_2025-07.csv,matched,2025-07-03
BR-000376,BANK-ACM-01,2025-08-08,3513.29,GBP,1.27,Acme UK Ltd,WIRE199612,bank_2025-08.csv,matched,2025-08-08
BR-000377,BANK-ACM-01,2025-09-27,3874.73,GBP,1.27,Acme UK Ltd,WIRE303766,bank_2025-09.csv,matched,2025-09-27
BR-000378,BANK-ACM-01,2025-11-03,4118.52,GBP,1.27,Acme UK Ltd,WIRE311578,bank_2025-11.csv,matched,2025-11-03
BR-000379,BANK-ACM-01,2025-11-14,5028.12,GBP,1.27,Acme UK Ltd,WIRE943751,bank_2025-11.csv,matched,2025-11-14
BR-000380,BANK-ACM-01,2025-12-06,3696.2,GBP,1.27,Acme UK Ltd,WIRE177657,bank_2025-12.csv,matched,2025-12-06
BR-000381,BANK-ACM-01,2026-02-01,5891.05,GBP,1.27,Acme UK Ltd,WIRE789412,bank_2026-02.csv,matched,2026-02-01
