revenue_schedule_id,contract_id,invoice_id,customer_id,revenue_month,performance_obligation,recognition_method,recognized_revenue,deferred_revenue_amount,currency,legal_entity,gl_revenue_account,recognition_status
REV-000183,CTR-00069,INV-000141,CUST-0031,2026-09,subscription,ratable,115948.28,463793.07,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000184,CTR-00069,INV-000141,CUST-0031,2026-10,subscription,ratable,115948.28,347844.79,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000185,CTR-00069,INV-000141,CUST-0031,2026-11,subscription,ratable,115948.28,231896.51,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000186,CTR-00069,INV-000141,CUST-0031,2026-12,subscription,ratable,115948.28,115948.23,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000187,CTR-00069,INV-000141,CUST-0031,2027-01,subscription,ratable,115948.28,0.0,MXN,Acme Mexico SA,4000-Subscription-Rev,scheduled
REV-000188,CTR-00070,INV-000142,CUST-0031,2025-10,services,as_delivered,1138793.1,0.0,MXN,Acme Mexico SA,4200-Services-Rev,recognized
REV-000189,CTR-00070,INV-000143,CUST-0031,2025-11,services,as_delivered,1138793.1,0.0,MXN,Acme Mexico SA,4200-Services-Rev,recognized
REV-000190,CTR-00072,INV-000144,CUST-0032,2026-01,subscription,ratable,113333.33,226666.67,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000191,CTR-00072,INV-000144,CUST-0032,2026-02,subscription,ratable,113333.33,113333.34,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000192,CTR-00072,INV-000144,CUST-0032,2026-03,subscription,ratable,113333.33,0.01,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000193,CTR-00072,INV-000145,CUST-0032,2026-04,subscription,ratable,113333.33,226666.67,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000194,CTR-00072,INV-000145,CUST-0032,2026-05,subscription,ratable,113333.33,113333.34,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000195,CTR-00072,INV-000145,CUST-0032,2026-06,subscription,ratable,113333.33,0.01,BRL,Acme Brasil Ltda,4000-Subscription-Rev,scheduled
REV-000196,CTR-00072,INV-000145,CUST-0032,2026-03,subscription,ratable,113333.33,0.0,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000197,CTR-00074,INV-000146,CUST-0033,2026-03,usage,point_in_time,2325.54,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000198,CTR-00074,INV-000147,CUST-0033,2026-04,usage,point_in_time,2861.11,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000199,CTR-00074,INV-000148,CUST-0033,2026-05,usage,point_in_time,3355.56,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000200,CTR-00075,INV-000149,CUST-0033,2026-01,usage,point_in_time,35451.93,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000201,CTR-00077,INV-000150,CUST-0034,2026-04,services,as_delivered,3518.52,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000202,CTR-00077,INV-000151,CUST-0034,2026-05,services,as_delivered,3518.52,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000203,CTR-00079,INV-000152,CUST-0036,2025-09,implementation,point_in_time,340300.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000204,CTR-00080,INV-000153,CUST-0036,2025-02,services,as_delivered,196300.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000205,CTR-00080,INV-000154,CUST-0036,2025-03,services,as_delivered,166855.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000206,CTR-00080,INV-000155,CUST-0036,2025-04,services,as_delivered,196300.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000207,CTR-00081,INV-000156,CUST-0036,2026-01,services,as_delivered,232066.67,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000208,CTR-00081,INV-000157,CUST-0036,2026-02,services,as_delivered,232066.67,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000209,CTR-00081,INV-000158,CUST-0036,2026-03,services,as_delivered,232066.67,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000210,CTR-00082,INV-000159,CUST-0037,2026-01,services,as_delivered,7000.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000211,CTR-00083,INV-000160,CUST-0037,2026-02,subscription,ratable,2466.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000212,CTR-00083,INV-000161,CUST-0037,2026-03,subscription,ratable,2466.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000213,CTR-00083,INV-000162,CUST-0037,2026-04,subscription,ratable,2466.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000214,CTR-00083,INV-000163,CUST-0037,2026-05,subscription,ratable,2466.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000215,CTR-00084,INV-000164,CUST-0037,2025-03,services,as_delivered,4900.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000216,CTR-00085,INV-000165,CUST-0038,2025-06,services,as_delivered,679.01,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000217,CTR-00085,INV-000166,CUST-0038,2025-08,services,as_delivered,679.01,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000218,CTR-00086,INV-000167,CUST-0038,2025-06,services,as_delivered,3611.11,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000219,CTR-00086,INV-000168,CUST-0038,2025-07,services,as_delivered,3611.11,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000220,CTR-00088,INV-000169,CUST-0038,2026-04,subscription,ratable,2106.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000221,CTR-00088,INV-000170,CUST-0038,2026-05,subscription,ratable,2106.48,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000222,CTR-00089,INV-000171,CUST-0039,2026-05,subscription,ratable,78698.33,157396.67,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000223,CTR-00089,INV-000171,CUST-0039,2026-06,subscription,ratable,78698.33,78698.34,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000224,CTR-00089,INV-000171,CUST-0039,2026-07,subscription,ratable,78698.33,0.01,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000225,CTR-00093,INV-000172,CUST-0042,2026-05,usage,point_in_time,6365.73,0.0,GBP,Acme UK Ltd,4100-Usage-Rev,recognized
REV-000226,CTR-00094,INV-000173,CUST-0043,2026-01,subscription,ratable,242785.49,2670640.44,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000227,CTR-00094,INV-000173,CUST-0043,2026-02,subscription,ratable,242785.49,2427854.95,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000228,CTR-00094,INV-000173,CUST-0043,2026-03,subscription,ratable,242785.49,2185069.46,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000229,CTR-00094,INV-000173,CUST-0043,2026-04,subscription,ratable,242785.49,1942283.97,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000230,CTR-00094,INV-000173,CUST-0043,2026-05,subscription,ratable,242785.49,1699498.48,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000231,CTR-00094,INV-000173,CUST-0043,2026-06,subscription,ratable,242785.49,1456712.99,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000232,CTR-00094,INV-000173,CUST-0043,2026-07,subscription,ratable,242785.49,1213927.5,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000233,CTR-00094,INV-000173,CUST-0043,2026-08,subscription,ratable,242785.49,971142.01,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000234,CTR-00094,INV-000173,CUST-0043,2026-09,subscription,ratable,242785.49,728356.52,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000235,CTR-00094,INV-000173,CUST-0043,2026-10,subscription,ratable,242785.49,485571.03,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000236,CTR-00094,INV-000173,CUST-0043,2026-11,subscription,ratable,242785.49,242785.54,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000237,CTR-00094,INV-000173,CUST-0043,2026-12,subscription,ratable,242785.49,0.05,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000238,CTR-00095,INV-000174,CUST-0043,2025-07,services,as_delivered,420972.22,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000239,CTR-00095,INV-000175,CUST-0043,2025-08,services,as_delivered,420972.22,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000240,CTR-00097,INV-000176,CUST-0044,2025-11,subscription,ratable,9366.67,103033.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000241,CTR-00097,INV-000176,CUST-0044,2025-12,subscription,ratable,9366.67,93666.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000242,CTR-00097,INV-000176,CUST-0044,2026-01,subscription,ratable,9366.67,84299.99,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000243,CTR-00097,INV-000176,CUST-0044,2026-02,subscription,ratable,9366.67,74933.32,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000244,CTR-00097,INV-000176,CUST-0044,2026-03,subscription,ratable,9366.67,65566.65,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000245,CTR-00097,INV-000176,CUST-0044,2026-04,subscription,ratable,9366.67,56199.98,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000246,CTR-00097,INV-000176,CUST-0044,2026-05,subscription,ratable,9366.67,46833.31,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000247,CTR-00097,INV-000176,CUST-0044,2026-06,subscription,ratable,9366.67,37466.64,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000248,CTR-00097,INV-000176,CUST-0044,2026-07,subscription,ratable,9366.67,28099.97,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000249,CTR-00097,INV-000176,CUST-0044,2026-08,subscription,ratable,9366.67,18733.3,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000250,CTR-00097,INV-000176,CUST-0044,2026-09,subscription,ratable,9366.67,9366.63,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000251,CTR-00097,INV-000176,CUST-0044,2026-10,subscription,ratable,9366.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000252,CTR-00099,INV-000177,CUST-0045,2025-08,implementation,point_in_time,22700.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000253,CTR-00101,INV-000178,CUST-0045,2025-08,subscription,ratable,1741.67,19158.33,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000254,CTR-00101,INV-000178,CUST-0045,2025-09,subscription,ratable,1741.67,17416.66,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000255,CTR-00101,INV-000178,CUST-0045,2025-10,subscription,ratable,1741.67,15674.99,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000256,CTR-00101,INV-000178,CUST-0045,2025-11,subscription,ratable,1741.67,13933.32,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000257,CTR-00101,INV-000178,CUST-0045,2025-12,subscription,ratable,1741.67,12191.65,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000258,CTR-00101,INV-000178,CUST-0045,2026-01,subscription,ratable,1741.67,10449.98,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000259,CTR-00101,INV-000178,CUST-0045,2026-02,subscription,ratable,1741.67,8708.31,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000260,CTR-00101,INV-000178,CUST-0045,2026-03,subscription,ratable,1741.67,6966.64,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000261,CTR-00101,INV-000178,CUST-0045,2026-04,subscription,ratable,1741.67,5224.97,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000262,CTR-00101,INV-000178,CUST-0045,2026-05,subscription,ratable,1741.67,3483.3,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000263,CTR-00101,INV-000178,CUST-0045,2026-06,subscription,ratable,1741.67,1741.63,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000264,CTR-00101,INV-000178,CUST-0045,2026-07,subscription,ratable,1741.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000265,CTR-00102,INV-000179,CUST-0047,2026-02,subscription,ratable,2375.33,0.0,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000266,CTR-00102,INV-000179,CUST-0047,2026-05,subscription,ratable,2375.33,0.0,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000267,CTR-00102,INV-000180,CUST-0047,2026-03,subscription,ratable,2375.33,0.0,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000268,CTR-00102,INV-000181,CUST-0047,2026-04,subscription,ratable,2375.33,0.0,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000269,CTR-00102,INV-000182,CUST-0047,2026-05,subscription,ratable,2375.33,0.0,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000270,CTR-00103,INV-000183,CUST-0047,2026-05,subscription,ratable,360.89,721.79,GBP,Acme UK Ltd,4000-Subscription-Rev,recognized
REV-000271,CTR-00103,INV-000183,CUST-0047,2026-06,subscription,ratable,360.89,360.9,GBP,Acme UK Ltd,4000-Subscription-Rev,scheduled
REV-000272,CTR-00103,INV-000183,CUST-0047,2026-07,subscription,ratable,360.89,0.01,GBP,Acme UK Ltd,4000-Subscription-Rev,scheduled
REV-000273,CTR-00104,INV-000184,CUST-0047,2025-07,services,as_delivered,6968.51,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000274,CTR-00104,INV-000185,CUST-0047,2025-08,services,as_delivered,6968.51,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000275,CTR-00107,INV-000186,CUST-0048,2026-02,services,as_delivered,20972.22,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000276,CTR-00107,INV-000187,CUST-0048,2026-03,services,as_delivered,20972.22,0.0,EUR,Acme EU GmbH,4200-Services-Rev,recognized
REV-000277,CTR-00108,INV-000188,CUST-0049,2026-02,usage,point_in_time,24139.23,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000278,CTR-00108,INV-000189,CUST-0049,2026-05,usage,point_in_time,20292.7,0.0,USD,Acme US Inc,4100-Usage-Rev,recognized
REV-000279,CTR-00109,INV-000190,CUST-0050,2026-05,subscription,ratable,82958.33,165916.67,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000280,CTR-00109,INV-000190,CUST-0050,2026-06,subscription,ratable,82958.33,82958.34,BRL,Acme Brasil Ltda,4000-Subscription-Rev,scheduled
REV-000281,CTR-00109,INV-000190,CUST-0050,2026-07,subscription,ratable,82958.33,0.01,BRL,Acme Brasil Ltda,4000-Subscription-Rev,scheduled
REV-000282,CTR-00110,INV-000191,CUST-0050,2025-07,subscription,ratable,147541.67,295083.33,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000283,CTR-00110,INV-000191,CUST-0050,2025-08,subscription,ratable,147541.67,147541.66,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000284,CTR-00110,INV-000191,CUST-0050,2025-09,subscription,ratable,147541.67,0.0,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000285,CTR-00110,INV-000192,CUST-0050,2025-10,subscription,ratable,147541.67,295083.33,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000286,CTR-00110,INV-000192,CUST-0050,2025-11,subscription,ratable,147541.67,147541.66,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000287,CTR-00110,INV-000192,CUST-0050,2025-12,subscription,ratable,147541.67,0.0,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000288,CTR-00110,INV-000193,CUST-0050,2026-01,subscription,ratable,147541.67,295083.33,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000289,CTR-00110,INV-000193,CUST-0050,2026-02,subscription,ratable,147541.67,147541.66,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000290,CTR-00110,INV-000193,CUST-0050,2026-03,subscription,ratable,147541.67,0.0,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000291,CTR-00110,INV-000194,CUST-0050,2026-04,subscription,ratable,147541.67,295083.33,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000292,CTR-00110,INV-000194,CUST-0050,2026-05,subscription,ratable,147541.67,147541.66,BRL,Acme Brasil Ltda,4000-Subscription-Rev,recognized
REV-000293,CTR-00110,INV-000194,CUST-0050,2026-06,subscription,ratable,147541.67,0.0,BRL,Acme Brasil Ltda,4000-Subscription-Rev,scheduled
REV-000294,CTR-00111,INV-000195,CUST-0050,2025-09,implementation,point_in_time,635500.0,0.0,BRL,Acme Brasil Ltda,4300-Implementation-Rev,recognized
REV-000295,CTR-00113,INV-000196,CUST-0051,2026-03,services,as_delivered,1800.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000296,CTR-00113,INV-000197,CUST-0051,2026-04,services,as_delivered,1800.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000297,CTR-00113,INV-000198,CUST-0051,2026-05,services,as_delivered,1800.0,0.0,USD,Acme US Inc,4200-Services-Rev,recognized
REV-000298,CTR-00115,INV-000199,CUST-0051,2026-05,subscription,ratable,3250.0,35750.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000299,CTR-00115,INV-000199,CUST-0051,2026-06,subscription,ratable,3250.0,32500.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000300,CTR-00115,INV-000199,CUST-0051,2026-07,subscription,ratable,3250.0,29250.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000301,CTR-00115,INV-000199,CUST-0051,2026-08,subscription,ratable,3250.0,26000.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000302,CTR-00115,INV-000199,CUST-0051,2026-09,subscription,ratable,3250.0,22750.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000303,CTR-00115,INV-000199,CUST-0051,2026-10,subscription,ratable,3250.0,19500.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000304,CTR-00115,INV-000199,CUST-0051,2026-11,subscription,ratable,3250.0,16250.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000305,CTR-00115,INV-000199,CUST-0051,2026-12,subscription,ratable,3250.0,13000.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000306,CTR-00115,INV-000199,CUST-0051,2027-01,subscription,ratable,3250.0,9750.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000307,CTR-00115,INV-000199,CUST-0051,2027-02,subscription,ratable,3250.0,6500.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000308,CTR-00115,INV-000199,CUST-0051,2027-03,subscription,ratable,3250.0,3250.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000309,CTR-00115,INV-000199,CUST-0051,2027-04,subscription,ratable,3250.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,scheduled
REV-000310,CTR-00115,INV-000199,CUST-0051,2026-04,subscription,ratable,3250.0,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000311,CTR-00116,INV-000200,CUST-0052,2026-03,implementation,point_in_time,14400.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000312,CTR-00118,INV-000201,CUST-0052,2025-04,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000313,CTR-00118,INV-000202,CUST-0052,2025-05,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000314,CTR-00118,INV-000203,CUST-0052,2025-06,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000315,CTR-00118,INV-000204,CUST-0052,2025-07,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000316,CTR-00118,INV-000205,CUST-0052,2025-08,subscription,ratable,1427.92,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000317,CTR-00118,INV-000206,CUST-0052,2025-09,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000318,CTR-00118,INV-000207,CUST-0052,2025-10,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000319,CTR-00118,INV-000208,CUST-0052,2025-11,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000320,CTR-00118,INV-000209,CUST-0052,2025-12,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000321,CTR-00118,INV-000210,CUST-0052,2026-01,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000322,CTR-00118,INV-000211,CUST-0052,2026-02,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000323,CTR-00118,INV-000212,CUST-0052,2026-03,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000324,CTR-00118,INV-000213,CUST-0052,2026-04,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000325,CTR-00118,INV-000214,CUST-0052,2026-05,subscription,ratable,1241.67,0.0,USD,Acme US Inc,4000-Subscription-Rev,recognized
REV-000326,CTR-00120,INV-000215,CUST-0053,2025-10,services,as_delivered,75170.6,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000327,CTR-00120,INV-000216,CUST-0053,2025-11,services,as_delivered,75170.6,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000328,CTR-00120,INV-000217,CUST-0053,2025-12,services,as_delivered,75170.6,0.0,GBP,Acme UK Ltd,4200-Services-Rev,recognized
REV-000329,CTR-00122,INV-000218,CUST-0054,2025-05,implementation,point_in_time,318000.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000330,CTR-00123,INV-000219,CUST-0054,2025-05,implementation,point_in_time,191100.0,0.0,USD,Acme US Inc,4300-Implementation-Rev,recognized
REV-000331,CTR-00124,INV-000220,CUST-0055,2026-01,usage,point_in_time,42499.19,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000332,CTR-00124,INV-000221,CUST-0055,2026-04,usage,point_in_time,24600.13,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000333,CTR-00125,INV-000222,CUST-0055,2026-05,subscription,ratable,5745.37,0.0,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000334,CTR-00127,INV-000223,CUST-0055,2026-01,usage,point_in_time,6926.44,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000335,CTR-00127,INV-000224,CUST-0055,2026-02,usage,point_in_time,6723.37,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000336,CTR-00127,INV-000225,CUST-0055,2026-03,usage,point_in_time,7904.4,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000337,CTR-00127,INV-000226,CUST-0055,2026-04,usage,point_in_time,10481.45,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000338,CTR-00127,INV-000227,CUST-0055,2026-05,usage,point_in_time,8068.14,0.0,EUR,Acme EU GmbH,4100-Usage-Rev,recognized
REV-000339,CTR-00128,INV-000228,CUST-0056,2025-05,subscription,ratable,601.85,6620.37,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000340,CTR-00128,INV-000228,CUST-0056,2025-06,subscription,ratable,601.85,6018.52,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000341,CTR-00128,INV-000228,CUST-0056,2025-07,subscription,ratable,601.85,5416.67,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000342,CTR-00128,INV-000228,CUST-0056,2025-08,subscription,ratable,601.85,4814.82,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000343,CTR-00128,INV-000228,CUST-0056,2025-09,subscription,ratable,601.85,4212.97,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000344,CTR-00128,INV-000228,CUST-0056,2025-10,subscription,ratable,601.85,3611.12,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000345,CTR-00128,INV-000228,CUST-0056,2025-11,subscription,ratable,601.85,3009.27,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000346,CTR-00128,INV-000228,CUST-0056,2025-12,subscription,ratable,601.85,2407.42,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000347,CTR-00128,INV-000228,CUST-0056,2026-01,subscription,ratable,601.85,1805.57,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000348,CTR-00128,INV-000228,CUST-0056,2026-02,subscription,ratable,601.85,1203.72,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000349,CTR-00128,INV-000228,CUST-0056,2026-03,subscription,ratable,601.85,601.87,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000350,CTR-00128,INV-000228,CUST-0056,2026-04,subscription,ratable,601.85,0.02,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000351,CTR-00128,INV-000229,CUST-0056,2026-05,subscription,ratable,601.85,6620.37,EUR,Acme EU GmbH,4000-Subscription-Rev,recognized
REV-000352,CTR-00128,INV-000229,CUST-0056,2026-06,subscription,ratable,601.85,6018.52,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000353,CTR-00128,INV-000229,CUST-0056,2026-07,subscription,ratable,601.85,5416.67,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000354,CTR-00128,INV-000229,CUST-0056,2026-08,subscription,ratable,601.85,4814.82,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000355,CTR-00128,INV-000229,CUST-0056,2026-09,subscription,ratable,601.85,4212.97,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000356,CTR-00128,INV-000229,CUST-0056,2026-10,subscription,ratable,601.85,3611.12,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000357,CTR-00128,INV-000229,CUST-0056,2026-11,subscription,ratable,601.85,3009.27,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000358,CTR-00128,INV-000229,CUST-0056,2026-12,subscription,ratable,601.85,2407.42,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000359,CTR-00128,INV-000229,CUST-0056,2027-01,subscription,ratable,601.85,1805.57,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000360,CTR-00128,INV-000229,CUST-0056,2027-02,subscription,ratable,601.85,1203.72,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
REV-000361,CTR-00128,INV-000229,CUST-0056,2027-03,subscription,ratable,601.85,601.87,EUR,Acme EU GmbH,4000-Subscription-Rev,scheduled
