order_id,contract_id,opportunity_id,customer_id,order_date,service_start_date,service_end_date,order_amount,currency,legal_entity,product_line,order_status,billing_block_flag,billing_block_reason,tax_code,po_number,source_system
SO-00148,CTR-00193,OPP-00370,CUST-0082,2025-11-30,2025-11-30,2026-10-30,2896600.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00149,CTR-00194,OPP-00371,CUST-0082,2025-08-31,2025-08-31,2026-07-31,3233700.0,USD,Acme US Inc,SaaS Subscription,active,1,Pending PO,US-Sales-Tax,,ERP
SO-00150,CTR-00195,OPP-00372,CUST-0082,2026-03-31,2026-03-31,2028-02-29,6903200.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00151,CTR-00196,OPP-00373,CUST-0082,2025-06-30,2025-06-30,2028-05-30,9918300.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00152,CTR-00197,OPP-00374,CUST-0082,2026-02-28,2026-02-28,2028-01-28,788700.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00153,CTR-00199,OPP-00377,CUST-0083,2026-03-31,2026-03-31,2028-02-29,16614.17,GBP,Acme UK Ltd,Usage-Based,fulfilled,0,,UK-VAT,,ERP
SO-00154,CTR-00200,OPP-00378,CUST-0083,2025-11-30,2025-11-30,2027-10-30,9606.3,GBP,Acme UK Ltd,Implementation,active,0,,UK-VAT,,ERP
SO-00155,CTR-00202,OPP-00380,CUST-0084,2025-07-31,2025-07-31,2026-06-30,8181818.18,ARS,Acme Argentina SA,Implementation,active,0,,AR-IVA,,ERP
SO-00156,CTR-00203,OPP-00381,CUST-0084,2026-03-31,2026-03-31,2028-02-29,38363636.36,ARS,Acme Argentina SA,SaaS Subscription,active,0,,AR-IVA,,ERP
SO-00157,CTR-00204,OPP-00382,CUST-0084,2025-02-28,2025-02-28,2027-01-28,13454545.45,ARS,Acme Argentina SA,SaaS Subscription,fulfilled,0,,AR-IVA,,ERP
SO-00158,CTR-00205,OPP-00383,CUST-0085,2026-04-30,2026-04-30,2027-03-30,1145800.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,PO-72166,ERP
SO-00159,CTR-00206,OPP-00388,CUST-0086,2025-11-30,2025-11-30,2027-10-30,292000.0,BRL,Acme Brasil Ltda,Implementation,fulfilled,0,,BR-ICMS,,ERP
SO-00160,CTR-00208,OPP-00390,CUST-0087,2026-05-31,2026-05-31,2029-04-30,1235500.0,BRL,Acme Brasil Ltda,Professional Services,active,0,,BR-ICMS,,ERP
SO-00161,CTR-00209,OPP-00392,CUST-0087,2026-04-30,2026-04-30,2029-03-30,8979000.0,BRL,Acme Brasil Ltda,SaaS Subscription,active,0,,BR-ICMS,,ERP
SO-00162,CTR-00210,OPP-00393,CUST-0088,2025-10-31,2025-10-31,2026-09-30,440500.0,BRL,Acme Brasil Ltda,Implementation,active,0,,BR-ICMS,,ERP
SO-00163,CTR-00211,OPP-00395,CUST-0088,2025-08-31,2025-08-31,2027-07-31,457000.0,BRL,Acme Brasil Ltda,Implementation,active,0,,BR-ICMS,,ERP
SO-00164,CTR-00212,OPP-00396,CUST-0088,2025-11-30,2025-11-30,2027-10-30,676000.0,BRL,Acme Brasil Ltda,Usage-Based,fulfilled,0,,BR-ICMS,,ERP
SO-00165,CTR-00213,OPP-00397,CUST-0089,2025-04-30,2025-04-30,2027-03-30,136929.13,GBP,Acme UK Ltd,Usage-Based,active,0,,UK-VAT,,ERP
SO-00166,CTR-00214,OPP-00399,CUST-0089,2025-03-31,2025-03-31,2028-02-29,136850.39,GBP,Acme UK Ltd,Usage-Based,active,0,,UK-VAT,,ERP
SO-00167,CTR-00215,OPP-00401,CUST-0089,2025-10-31,2025-10-31,2027-09-30,35433.07,GBP,Acme UK Ltd,Professional Services,active,0,,UK-VAT,,ERP
SO-00168,CTR-00216,OPP-00402,CUST-0090,2025-02-28,2025-02-28,2027-01-28,41806896.55,MXN,Acme Mexico SA,Usage-Based,active,0,,MX-IVA,PO-27282,ERP
SO-00169,CTR-00217,OPP-00406,CUST-0090,2026-04-30,2026-04-30,2029-03-30,132646551.72,MXN,Acme Mexico SA,SaaS Subscription,active,0,,MX-IVA,PO-87650,ERP
SO-00170,CTR-00218,OPP-00408,CUST-0091,2026-02-28,2026-02-28,2027-01-28,809818181.82,ARS,Acme Argentina SA,SaaS Subscription,fulfilled,0,,AR-IVA,PO-32871,ERP
SO-00171,CTR-00219,OPP-00411,CUST-0092,2025-11-30,2025-11-30,2027-10-30,16600.0,USD,Acme US Inc,Implementation,cancelled,0,,US-Sales-Tax,,ERP
SO-00172,CTR-00220,OPP-00415,CUST-0092,2026-05-31,2026-05-31,2028-04-30,47400.0,USD,Acme US Inc,SaaS Subscription,active,1,Credit review,US-Sales-Tax,,ERP
SO-00173,CTR-00222,OPP-00417,CUST-0093,2025-08-31,2025-08-31,2027-07-31,3053518.52,EUR,Acme EU GmbH,SaaS Subscription,active,0,,EU-VAT,PO-41673,ERP
SO-00174,CTR-00224,OPP-00419,CUST-0093,2026-02-28,2026-02-28,2028-01-28,1165648.15,EUR,Acme EU GmbH,Implementation,cancelled,0,,EU-VAT,PO-37439,ERP
SO-00175,CTR-00225,OPP-00420,CUST-0094,2025-04-30,2025-04-30,2027-03-30,28100.0,USD,Acme US Inc,Usage-Based,active,0,,US-Sales-Tax,,ERP
SO-00176,CTR-00226,OPP-00421,CUST-0094,2025-04-30,2025-04-30,2027-03-30,6900.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,,ERP
SO-00177,CTR-00227,OPP-00422,CUST-0094,2025-03-31,2025-03-31,2027-02-28,9900.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00178,CTR-00228,OPP-00423,CUST-0094,2026-04-30,2026-04-30,2028-03-30,12600.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00179,CTR-00229,OPP-00426,CUST-0095,2025-10-31,2025-10-31,2027-09-30,176000.0,USD,Acme US Inc,Implementation,fulfilled,0,,US-Sales-Tax,PO-62729,ERP
SO-00180,CTR-00231,OPP-00428,CUST-0096,2025-02-28,2025-02-28,2028-01-28,93600.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00181,CTR-00232,OPP-00433,CUST-0097,2025-10-31,2025-10-31,2028-09-30,18400.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,,ERP
SO-00182,CTR-00234,OPP-00439,CUST-0097,2025-02-28,2025-02-28,2027-01-28,54800.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00183,CTR-00235,OPP-00442,CUST-0098,2026-02-28,2026-02-28,2028-01-28,38600.0,USD,Acme US Inc,Usage-Based,active,0,,US-Sales-Tax,,ERP
SO-00184,CTR-00236,OPP-00443,CUST-0098,2025-12-31,2025-12-31,2026-11-30,4600.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,,ERP
SO-00185,CTR-00237,OPP-00451,CUST-0100,2025-10-31,2025-10-31,2026-09-30,403700.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00186,CTR-00238,OPP-00454,CUST-0100,2025-10-31,2025-10-31,2027-09-30,898300.0,USD,Acme US Inc,Usage-Based,active,0,,US-Sales-Tax,,ERP
SO-00187,CTR-00239,OPP-00455,CUST-0100,2025-11-30,2025-11-30,2026-10-30,398300.0,USD,Acme US Inc,Usage-Based,active,0,,US-Sales-Tax,,ERP
SO-00188,CTR-00241,OPP-00457,CUST-0101,2025-10-31,2025-10-31,2027-09-30,111300.0,USD,Acme US Inc,Usage-Based,active,0,,US-Sales-Tax,,ERP
SO-00189,CTR-00242,OPP-00463,CUST-0102,2025-07-31,2025-07-31,2027-06-30,305984.25,GBP,Acme UK Ltd,SaaS Subscription,fulfilled,0,,UK-VAT,,ERP
SO-00190,CTR-00243,OPP-00464,CUST-0102,2026-05-31,2026-05-31,2029-04-30,1386614.17,GBP,Acme UK Ltd,SaaS Subscription,fulfilled,0,,UK-VAT,,ERP
SO-00191,CTR-00244,OPP-00465,CUST-0102,2025-08-31,2025-08-31,2026-07-31,371259.84,GBP,Acme UK Ltd,Implementation,active,0,,UK-VAT,,ERP
SO-00192,CTR-00245,OPP-00466,CUST-0103,2025-08-31,2025-08-31,2026-07-31,154000.0,BRL,Acme Brasil Ltda,SaaS Subscription,fulfilled,0,,BR-ICMS,,ERP
SO-00193,CTR-00246,OPP-00467,CUST-0103,2026-01-31,2026-01-31,2028-12-31,453000.0,BRL,Acme Brasil Ltda,SaaS Subscription,active,0,,BR-ICMS,,ERP
SO-00194,CTR-00247,OPP-00470,CUST-0103,2025-12-31,2025-12-31,2026-11-30,135500.0,BRL,Acme Brasil Ltda,SaaS Subscription,fulfilled,0,,BR-ICMS,,ERP
SO-00195,CTR-00249,OPP-00472,CUST-0103,2025-12-31,2025-12-31,2027-11-30,29500.0,BRL,Acme Brasil Ltda,Usage-Based,active,0,,BR-ICMS,,ERP
SO-00196,CTR-00250,OPP-00474,CUST-0104,2025-07-31,2025-07-31,2027-06-30,296000.0,BRL,Acme Brasil Ltda,Implementation,fulfilled,0,,BR-ICMS,PO-76002,ERP
SO-00197,CTR-00251,OPP-00475,CUST-0104,2025-02-28,2025-02-28,2027-01-28,7463000.0,BRL,Acme Brasil Ltda,SaaS Subscription,active,0,,BR-ICMS,PO-95483,ERP
SO-00198,CTR-00252,OPP-00476,CUST-0104,2026-05-31,2026-05-31,2029-04-30,1758000.0,BRL,Acme Brasil Ltda,Professional Services,active,0,,BR-ICMS,PO-39855,ERP
SO-00199,CTR-00253,OPP-00478,CUST-0104,2026-05-31,2026-05-31,2029-04-30,4153500.0,BRL,Acme Brasil Ltda,Usage-Based,cancelled,0,,BR-ICMS,PO-18552,ERP
SO-00200,CTR-00254,OPP-00480,CUST-0105,2025-04-30,2025-04-30,2027-03-30,2090909.09,ARS,Acme Argentina SA,Implementation,active,0,,AR-IVA,,ERP
SO-00201,CTR-00255,OPP-00482,CUST-0105,2026-02-28,2026-02-28,2028-01-28,7909090.91,ARS,Acme Argentina SA,Professional Services,active,0,,AR-IVA,,ERP
SO-00202,CTR-00259,OPP-00490,CUST-0107,2025-07-31,2025-07-31,2026-06-30,1469800.0,USD,Acme US Inc,Implementation,fulfilled,0,,US-Sales-Tax,,ERP
SO-00203,CTR-00260,OPP-00493,CUST-0108,2025-05-31,2025-05-31,2027-04-30,5700.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00204,CTR-00261,OPP-00494,CUST-0108,2026-05-31,2026-05-31,2027-04-30,25200.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00205,CTR-00263,OPP-00497,CUST-0109,2025-10-31,2025-10-31,2027-09-30,36220.47,GBP,Acme UK Ltd,SaaS Subscription,cancelled,0,,UK-VAT,,ERP
SO-00206,CTR-00264,OPP-00500,CUST-0109,2026-02-28,2026-02-28,2027-01-28,26850.39,GBP,Acme UK Ltd,SaaS Subscription,active,0,,UK-VAT,,ERP
SO-00207,CTR-00265,OPP-00501,CUST-0110,2025-04-30,2025-04-30,2027-03-30,3454545.45,ARS,Acme Argentina SA,Implementation,active,0,,AR-IVA,,ERP
SO-00208,CTR-00266,OPP-00502,CUST-0110,2026-04-30,2026-04-30,2027-03-30,5272727.27,ARS,Acme Argentina SA,Usage-Based,active,0,,AR-IVA,,ERP
SO-00209,CTR-00267,OPP-00503,CUST-0110,2025-09-30,2025-09-30,2027-08-30,16545454.55,ARS,Acme Argentina SA,Professional Services,active,0,,AR-IVA,,ERP
SO-00210,CTR-00268,OPP-00504,CUST-0110,2025-08-31,2025-08-31,2026-07-31,29909090.91,ARS,Acme Argentina SA,SaaS Subscription,active,0,,AR-IVA,,ERP
SO-00211,CTR-00269,OPP-00506,CUST-0111,2025-05-31,2025-05-31,2028-04-30,217241.38,MXN,Acme Mexico SA,Implementation,fulfilled,0,,MX-IVA,,ERP
SO-00212,CTR-00270,OPP-00507,CUST-0111,2025-10-31,2025-10-31,2026-09-30,684482.76,MXN,Acme Mexico SA,SaaS Subscription,active,0,,MX-IVA,,ERP
SO-00213,CTR-00271,OPP-00508,CUST-0111,2026-03-31,2026-03-31,2028-02-29,1082758.62,MXN,Acme Mexico SA,SaaS Subscription,active,0,,MX-IVA,,ERP
SO-00214,CTR-00272,OPP-00509,CUST-0111,2025-04-30,2025-04-30,2027-03-30,137931.03,MXN,Acme Mexico SA,Implementation,active,0,,MX-IVA,,ERP
SO-00215,CTR-00273,OPP-00511,CUST-0111,2025-11-30,2025-11-30,2027-10-30,800000.0,MXN,Acme Mexico SA,SaaS Subscription,fulfilled,0,,MX-IVA,,ERP
SO-00216,CTR-00274,OPP-00514,CUST-0112,2025-04-30,2025-04-30,2027-03-30,172598.43,GBP,Acme UK Ltd,Professional Services,cancelled,1,Credit review,UK-VAT,PO-65199,ERP
SO-00217,CTR-00275,OPP-00515,CUST-0113,2025-02-28,2025-02-28,2027-01-28,4413793.1,MXN,Acme Mexico SA,SaaS Subscription,active,0,,MX-IVA,,ERP
SO-00218,CTR-00276,OPP-00516,CUST-0113,2025-02-28,2025-02-28,2027-01-28,679310.34,MXN,Acme Mexico SA,Implementation,active,0,,MX-IVA,,ERP
SO-00219,CTR-00277,OPP-00517,CUST-0113,2026-04-30,2026-04-30,2027-03-30,750000.0,MXN,Acme Mexico SA,Usage-Based,active,0,,MX-IVA,,ERP
SO-00220,CTR-00278,OPP-00518,CUST-0114,2025-06-30,2025-06-30,2027-05-30,222362.2,GBP,Acme UK Ltd,SaaS Subscription,active,0,,UK-VAT,,ERP
SO-00221,CTR-00279,OPP-00519,CUST-0114,2025-04-30,2025-04-30,2027-03-30,46062.99,GBP,Acme UK Ltd,Usage-Based,fulfilled,0,,UK-VAT,,ERP
SO-00222,CTR-00280,OPP-00521,CUST-0115,2025-03-31,2025-03-31,2027-02-28,2334482.76,MXN,Acme Mexico SA,Implementation,active,0,,MX-IVA,PO-84859,ERP
SO-00223,CTR-00281,OPP-00522,CUST-0115,2025-10-31,2025-10-31,2027-09-30,1989655.17,MXN,Acme Mexico SA,SaaS Subscription,fulfilled,0,,MX-IVA,PO-79737,ERP
SO-00224,CTR-00282,OPP-00525,CUST-0116,2025-11-30,2025-11-30,2026-10-30,20500.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,PO-55729,ERP
SO-00225,CTR-00284,OPP-00529,CUST-0117,2025-06-30,2025-06-30,2027-05-30,286400.0,USD,Acme US Inc,SaaS Subscription,active,1,Credit review,US-Sales-Tax,,ERP
SO-00226,CTR-00285,OPP-00531,CUST-0117,2026-04-30,2026-04-30,2028-03-30,279600.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00227,CTR-00286,OPP-00533,CUST-0118,2026-05-31,2026-05-31,2029-04-30,119400.0,USD,Acme US Inc,SaaS Subscription,fulfilled,0,,US-Sales-Tax,,ERP
SO-00228,CTR-00287,OPP-00534,CUST-0118,2026-01-31,2026-01-31,2026-12-31,14200.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00229,CTR-00288,OPP-00537,CUST-0119,2025-03-31,2025-03-31,2027-02-28,3400.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00230,CTR-00289,OPP-00540,CUST-0119,2025-12-31,2025-12-31,2027-11-30,42400.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
SO-00231,CTR-00293,OPP-00544,CUST-0120,2025-07-31,2025-07-31,2027-06-30,2395090909.09,ARS,Acme Argentina SA,SaaS Subscription,fulfilled,0,,AR-IVA,,ERP
SO-00232,CTR-00294,OPP-00545,CUST-0120,2025-07-31,2025-07-31,2026-06-30,1576636363.64,ARS,Acme Argentina SA,SaaS Subscription,active,0,,AR-IVA,,ERP
SO-00233,CTR-00295,OPP-00546,CUST-0121,2026-05-31,2026-05-31,2027-04-30,36400.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,PO-39047,ERP
SO-00234,CTR-00296,OPP-00549,CUST-0121,2025-12-31,2025-12-31,2027-11-30,11100.0,USD,Acme US Inc,Usage-Based,active,0,,US-Sales-Tax,PO-10249,ERP
SO-00235,CTR-00297,OPP-00551,CUST-0122,2025-10-31,2025-10-31,2028-09-30,33333.33,EUR,Acme EU GmbH,SaaS Subscription,active,0,,EU-VAT,,ERP
SO-00236,CTR-00299,OPP-00555,CUST-0122,2026-05-31,2026-05-31,2029-04-30,5277.78,EUR,Acme EU GmbH,Implementation,cancelled,0,,EU-VAT,,ERP
SO-00237,CTR-00300,OPP-00559,CUST-0123,2025-09-30,2025-09-30,2028-08-30,64000.0,USD,Acme US Inc,Implementation,active,0,,US-Sales-Tax,,ERP
SO-00238,CTR-00302,OPP-00561,CUST-0124,2025-06-30,2025-06-30,2028-05-30,466500.0,BRL,Acme Brasil Ltda,SaaS Subscription,active,0,,BR-ICMS,,ERP
SO-00239,CTR-00303,OPP-00562,CUST-0124,2026-01-31,2026-01-31,2026-12-31,188500.0,BRL,Acme Brasil Ltda,Usage-Based,active,0,,BR-ICMS,,ERP
SO-00240,CTR-00304,OPP-00563,CUST-0125,2026-02-28,2026-02-28,2028-01-28,2988500.0,BRL,Acme Brasil Ltda,Implementation,active,0,,BR-ICMS,,ERP
SO-00241,CTR-00305,OPP-00564,CUST-0125,2025-07-31,2025-07-31,2028-06-30,35416500.0,BRL,Acme Brasil Ltda,SaaS Subscription,cancelled,0,,BR-ICMS,,ERP
SO-00242,CTR-00306,OPP-00566,CUST-0125,2025-04-30,2025-04-30,2027-03-30,10266500.0,BRL,Acme Brasil Ltda,Implementation,fulfilled,0,,BR-ICMS,,ERP
SO-00243,CTR-00005,OPP-00011,CUST-0003,2026-04-30,2026-04-30,2028-11-30,22777.78,EUR,Acme EU GmbH,SaaS Subscription,active,0,,EU-VAT,,ERP
SO-00244,CTR-00006,OPP-00012,CUST-0003,2026-04-30,2026-04-30,2028-01-28,12777.78,EUR,Acme EU GmbH,SaaS Subscription,active,0,,EU-VAT,,ERP
SO-00245,CTR-00049,OPP-00113,CUST-0025,2026-04-30,2026-04-30,2027-07-31,473000.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,,ERP
SO-00246,CTR-00050,OPP-00114,CUST-0025,2026-04-30,2026-04-30,2026-09-30,375900.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,,ERP
SO-00247,CTR-00051,OPP-00115,CUST-0025,2026-04-30,2026-04-30,2027-01-28,310400.0,USD,Acme US Inc,Professional Services,active,0,,US-Sales-Tax,,ERP
SO-00248,CTR-00052,OPP-00116,CUST-0025,2026-04-30,2026-04-30,2028-04-30,911800.0,USD,Acme US Inc,SaaS Subscription,active,0,,US-Sales-Tax,,ERP
