payment_id,customer_id,payment_date,payment_amount,currency,payment_method,bank_receipt_id,remittance_reference,payer_name,payment_status,created_at
PMT-000222,CUST-0036,2026-03-19,9595.06,EUR,Check,BR-000222,INV-000278,Northwind Systems,received,2026-03-19
PMT-000223,CUST-0036,2026-04-02,11962.85,EUR,Wire,BR-000223,INV-000279,Northwind Systems,received,2026-04-02
PMT-000224,CUST-0036,2026-05-16,8159.35,EUR,Check,BR-000224,INV-000280,Northwind Systems,received,2026-05-16
PMT-000225,CUST-0036,2026-06-13,9914.53,EUR,Wire,BR-000225,INV-000281,Northwind Systems,received,2026-06-13
PMT-000226,CUST-0036,2026-01-26,4990.52,EUR,Wire,BR-000226,INV-000284,Northwind Systems,received,2026-01-26
PMT-000227,CUST-0036,2026-02-25,3472.16,EUR,ACH,BR-000227,INV-000285,Northwind Systems,received,2026-02-25
PMT-000228,CUST-0036,2026-04-24,3885.96,EUR,Wire,BR-000228,INV-000287,Northwind Systems,received,2026-04-24
PMT-000229,CUST-0036,2026-05-25,3299.65,EUR,Card,BR-000229,INV-000288,Northwind Systems,received,2026-05-25
PMT-000230,CUST-0036,2026-06-30,4195.24,EUR,Wire,BR-000230,INV-000289,Northwind Systems,received,2026-06-30
PMT-000231,CUST-0037,2026-01-29,15444.44,EUR,Wire,BR-000231,INV-000292,Summit Logistics,received,2026-01-29
PMT-000232,CUST-0037,2026-04-24,3462.96,EUR,Card,BR-000232,INV-000293,Summit Logistics,received,2026-04-24
PMT-000233,CUST-0037,2026-05-20,3462.96,EUR,ACH,BR-000233,INV-000294,Summit Logistics,received,2026-05-20
PMT-000234,CUST-0037,2026-05-21,3462.96,EUR,ACH,BR-000234,INV-000295,Summit Logistics,received,2026-05-21
PMT-000235,CUST-0037,2026-06-30,3462.96,EUR,Wire,BR-000235,INV-000296,Summit Logistics,received,2026-06-30
PMT-000236,CUST-0038,2026-05-28,1526333.33,EUR,Card,BR-000236,INV-000298,Lumen Foods,received,2026-05-28
PMT-000237,CUST-0038,2026-05-12,2810333.33,EUR,Wire,BR-000237,INV-000299,Lumen Foods,received,2026-05-12
PMT-000238,CUST-0039,2026-03-13,16400.0,USD,Wire,BR-000238,INV-000300,Pioneer Mobility,received,2026-03-13
PMT-000239,CUST-0039,2026-01-24,7200.0,USD,Card,BR-000239,INV-000301,Pioneer Mobility,received,2026-01-24
PMT-000240,CUST-0039,2025-10-15,9366.67,USD,Wire,BR-000240,INV-000303,Pioneer Mobility,received,2025-10-15
PMT-000241,CUST-0039,2025-11-26,9366.67,USD,Wire,BR-000241,INV-000304,Pioneer Mobility,received,2025-11-26
PMT-000242,CUST-0040,2026-01-27,390390000.0,ARS,ACH,BR-000242,INV-000305,Solstice Group,received,2026-01-27
PMT-000243,CUST-0040,2025-09-06,193160000.0,ARS,Card,BR-000243,INV-000306,Solstice Group,received,2025-09-06
PMT-000244,CUST-0042,2026-05-17,9471.52,EUR,Card,BR-000244,INV-000307,Orchard Robotics,received,2026-05-17
PMT-000245,CUST-0043,2026-01-14,82168.4,GBP,Card,BR-000245,INV-000310,Sterling Ventures,received,2026-01-14
PMT-000246,CUST-0043,2026-02-16,76727.27,GBP,Wire,BR-000246,INV-000312,Sterling Ventures,received,2026-02-16
PMT-000247,CUST-0043,2026-04-21,63535.54,GBP,ACH,BR-000247,INV-000313,Sterling Ventures,received,2026-04-21
PMT-000248,CUST-0043,2026-05-21,55141.97,GBP,ACH,BR-000248,INV-000314,Sterling Ventures,received,2026-05-21
PMT-000249,CUST-0043,2026-05-30,56783.88,GBP,Check,BR-000249,INV-000315,Sterling Ventures,received,2026-05-30
PMT-000250,CUST-0043,2026-06-17,65260.76,GBP,Wire,BR-000250,INV-000316,Sterling Ventures,received,2026-06-17
PMT-000251,CUST-0043,2025-07-06,143905.51,GBP,ACH,BR-000251,INV-000319,Sterling Ventures,received,2025-07-06
PMT-000252,CUST-0044,2026-04-04,1700.0,USD,Wire,BR-000252,INV-000320,Tideline Holdings,received,2026-04-04
PMT-000253,CUST-0044,2026-04-02,1700.0,USD,ACH,BR-000253,INV-000321,Tideline Holdings,received,2026-04-02
PMT-000254,CUST-0044,2026-05-28,1700.0,USD,ACH,BR-000254,INV-000322,Tideline Holdings,received,2026-05-28
PMT-000255,CUST-0044,2026-05-25,1700.0,USD,Card,BR-000255,INV-000323,Tideline Holdings,received,2026-05-25
PMT-000256,CUST-0044,2026-06-30,1700.0,USD,Card,BR-000256,INV-000324,Tideline Holdings,received,2026-06-30
PMT-000257,CUST-0044,2026-04-02,1133.33,USD,Wire,BR-000257,INV-000326,Tideline Holdings,received,2026-04-02
PMT-000258,CUST-0044,2026-03-25,1133.33,USD,ACH,BR-000258,INV-000327,Tideline Holdings,received,2026-03-25
PMT-000259,CUST-0044,2026-05-04,1133.33,USD,Check,BR-000259,INV-000328,Tideline Holdings,received,2026-05-04
PMT-000260,CUST-0044,2026-06-04,1133.33,USD,Wire,BR-000260,INV-000329,Tideline Holdings,received,2026-06-04
PMT-000261,CUST-0044,2026-06-30,1133.33,USD,ACH,BR-000261,INV-000331,Tideline Holdings,received,2026-06-30
PMT-000262,CUST-0044,2025-09-29,12100.0,USD,Wire,BR-000262,INV-000332,Tideline Holdings,received,2025-09-29
PMT-000263,CUST-0044,2025-10-16,12100.0,USD,ACH,BR-000263,INV-000333,Tideline Holdings,received,2025-10-16
PMT-000264,CUST-0045,2025-11-01,110100.0,USD,Wire,BR-000264,INV-000334,Northwind Media,received,2025-11-01
PMT-000265,CUST-0045,2026-01-16,110100.0,USD,Card,BR-000265,INV-000335,Northwind Media,received,2026-01-16
PMT-000266,CUST-0045,2026-04-18,110100.0,USD,ACH,BR-000266,INV-000336,Northwind Media,received,2026-04-18
PMT-000267,CUST-0045,2026-05-07,69514.48,USD,ACH,BR-000267,INV-000338,Northwind Media,received,2026-05-07
PMT-000268,CUST-0045,2026-05-24,60421.58,USD,ACH,BR-000268,INV-000339,Northwind Media,received,2026-05-24
PMT-000269,CUST-0045,2026-06-10,52179.23,USD,Wire,BR-000269,INV-000340,Northwind Media,received,2026-06-10
PMT-000270,CUST-0045,2026-03-12,96955.29,USD,Wire,BR-000270,INV-000342,Northwind Media,received,2026-03-12
PMT-000271,CUST-0045,2026-05-20,57667.43,USD,Wire,BR-000271,INV-000343,Northwind Media,received,2026-05-20
PMT-000272,CUST-0046,2026-02-15,207999.99,MXN,ACH,BR-000272,INV-000344,Summit Networks,received,2026-02-15
PMT-000273,CUST-0046,2025-12-24,428000.0,MXN,Wire,BR-000273,INV-000345,Summit Networks,received,2025-12-24
PMT-000274,CUST-0047,2026-05-04,1190000.0,MXN,Wire,BR-000274,INV-000346,Lumen Labs,received,2026-05-04
PMT-000275,CUST-0047,2026-06-30,862000.0,MXN,Wire,BR-000275,INV-000347,Lumen Labs,received,2026-06-30
PMT-000276,CUST-0048,2026-01-10,48944.88,GBP,ACH,BR-000276,INV-000348,Pioneer Retail,received,2026-01-10
PMT-000277,CUST-0048,2025-11-24,13809.62,GBP,ACH,BR-000277,INV-000349,Pioneer Retail,received,2025-11-24
PMT-000278,CUST-0048,2026-01-19,10307.46,GBP,Wire,BR-000278,INV-000350,Pioneer Retail,received,2026-01-19
PMT-000279,CUST-0048,2026-01-24,9261.49,GBP,ACH,BR-000279,INV-000351,Pioneer Retail,received,2026-01-24
PMT-000280,CUST-0048,2026-02-16,11566.27,GBP,Wire,BR-000280,INV-000352,Pioneer Retail,received,2026-02-16
PMT-000281,CUST-0048,2026-04-15,9192.34,GBP,Wire,BR-000281,INV-000353,Pioneer Retail,received,2026-04-15
PMT-000282,CUST-0048,2026-05-01,12845.54,GBP,ACH,BR-000282,INV-000354,Pioneer Retail,received,2026-05-01
PMT-000283,CUST-0048,2026-05-30,8888.76,GBP,ACH,BR-000283,INV-000355,Pioneer Retail,received,2026-05-30
PMT-000284,CUST-0048,2026-06-14,13093.56,GBP,Wire,BR-000284,INV-000356,Pioneer Retail,received,2026-06-14
PMT-000285,CUST-0048,2026-05-18,7228.34,GBP,Card,BR-000285,INV-000359,Pioneer Retail,received,2026-05-18
PMT-000286,CUST-0048,2026-06-12,7228.34,GBP,Wire,BR-000286,INV-000360,Pioneer Retail,received,2026-06-12
PMT-000287,CUST-0048,2026-02-09,39962.42,GBP,Wire,BR-000287,INV-000361,Pioneer Retail,received,2026-02-09
PMT-000288,CUST-0049,2025-10-26,2371005.0,BRL,Wire,BR-000288,INV-000362,Solstice Energy,received,2025-10-26
PMT-000289,CUST-0049,2026-01-29,4309110.0,BRL,Wire,BR-000289,INV-000363,Solstice Energy,received,2026-01-29
PMT-000290,CUST-0049,2026-01-03,144105.0,BRL,ACH,BR-000290,INV-000364,Solstice Energy,received,2026-01-03
PMT-000291,CUST-0049,2026-01-22,144105.0,BRL,Wire,BR-000291,INV-000365,Solstice Energy,received,2026-01-22
PMT-000292,CUST-0049,2026-02-18,144105.0,BRL,ACH,BR-000292,INV-000366,Solstice Energy,received,2026-02-18
PMT-000293,CUST-0049,2026-03-02,144105.0,BRL,ACH,BR-000293,INV-000367,Solstice Energy,received,2026-03-02
PMT-000294,CUST-0049,2026-05-08,144105.0,BRL,Card,BR-000294,INV-000368,Solstice Energy,received,2026-05-08
PMT-000295,CUST-0049,2026-05-01,144105.0,BRL,Card,BR-000295,INV-000369,Solstice Energy,received,2026-05-01
PMT-000296,CUST-0049,2026-06-30,144105.0,BRL,Check,BR-000296,INV-000370,Solstice Energy,received,2026-06-30
PMT-000297,CUST-0049,2026-06-30,144105.0,BRL,Wire,BR-000297,INV-000371,Solstice Energy,received,2026-06-30
PMT-000298,CUST-0049,2026-06-30,144105.0,BRL,ACH,BR-000298,INV-000372,Solstice Energy,received,2026-06-30
PMT-000299,CUST-0049,2026-03-19,4841460.0,BRL,ACH,BR-000299,INV-000374,Solstice Energy,received,2026-03-19
PMT-000300,CUST-0050,2025-06-26,1833.33,USD,ACH,BR-000300,INV-000375,Ironclad Studios,received,2025-06-26
PMT-000301,CUST-0050,2025-08-24,1833.33,USD,Wire,BR-000301,INV-000376,Ironclad Studios,received,2025-08-24
PMT-000302,CUST-0050,2025-09-16,1833.33,USD,ACH,BR-000302,INV-000377,Ironclad Studios,received,2025-09-16
PMT-000303,CUST-0050,2025-08-21,3800.0,USD,Wire,BR-000303,INV-000378,Ironclad Studios,received,2025-08-21
PMT-000304,CUST-0050,2025-09-03,2693.15,USD,Wire,BR-000304,INV-000379,Ironclad Studios,received,2025-09-03
PMT-000305,CUST-0050,2026-01-01,2100.0,USD,Check,BR-000305,INV-000380,Ironclad Studios,received,2026-01-01
PMT-000306,CUST-0050,2026-06-01,2100.0,USD,ACH,BR-000306,INV-000382,Ironclad Studios,received,2026-06-01
PMT-000307,CUST-0052,2025-05-22,383300.0,USD,ACH,BR-000307,INV-000383,Sterling Capital,received,2025-05-22
PMT-000308,CUST-0053,2026-06-30,5896.08,USD,ACH,BR-000308,INV-000385,Tideline Analytics,received,2026-06-30
PMT-000309,CUST-0054,2026-01-02,31175.0,USD,ACH,BR-000309,INV-000386,Northwind Systems,received,2026-01-02
PMT-000310,CUST-0054,2026-04-09,31175.0,USD,Wire,BR-000310,INV-000387,Northwind Systems,received,2026-04-09
PMT-000311,CUST-0054,2026-06-20,31175.0,USD,Card,BR-000311,INV-000388,Northwind Systems,received,2026-06-20
PMT-000312,CUST-0054,2026-03-15,161200.0,USD,Wire,BR-000312,INV-000389,Northwind Systems,received,2026-03-15
PMT-000313,CUST-0054,2026-02-26,28900.0,USD,Check,BR-000313,INV-000390,Northwind Systems,received,2026-02-26
PMT-000314,CUST-0054,2026-04-06,28900.0,USD,Wire,BR-000314,INV-000391,Northwind Systems,received,2026-04-06
PMT-000315,CUST-0055,2025-11-15,703.48,EUR,Wire,BR-000315,INV-000392,Summit Logistics,received,2025-11-15
PMT-000316,CUST-0055,2025-12-30,704.02,EUR,Wire,BR-000316,INV-000393,Summit Logistics,received,2025-12-30
PMT-000317,CUST-0055,2026-01-17,624.74,EUR,ACH,BR-000317,INV-000394,Summit Logistics,received,2026-01-17
PMT-000318,CUST-0055,2026-03-13,591.5,EUR,Wire,BR-000318,INV-000395,Summit Logistics,received,2026-03-13
PMT-000319,CUST-0055,2026-03-20,802.97,EUR,ACH,BR-000319,INV-000396,Summit Logistics,received,2026-03-20
PMT-000320,CUST-0055,2026-05-18,843.55,EUR,Wire,BR-000320,INV-000397,Summit Logistics,received,2026-05-18
PMT-000321,CUST-0055,2026-06-20,810.59,EUR,ACH,BR-000321,INV-000399,Summit Logistics,received,2026-06-20
PMT-000322,CUST-0056,2025-08-23,2833.33,EUR,ACH,BR-000322,INV-000401,Lumen Foods,received,2025-08-23
PMT-000323,CUST-0056,2025-10-11,2833.33,EUR,ACH,BR-000323,INV-000402,Lumen Foods,received,2025-10-11
PMT-000324,CUST-0057,2025-06-08,6555.55,EUR,ACH,BR-000324,INV-000403,Pioneer Mobility,received,2025-06-08
PMT-000325,CUST-0057,2025-10-03,7833.34,EUR,Wire,BR-000325,INV-000404,Pioneer Mobility,received,2025-10-03
PMT-000326,CUST-0057,2026-01-11,7833.34,EUR,Wire,BR-000326,INV-000405,Pioneer Mobility,received,2026-01-11
PMT-000327,CUST-0057,2026-04-03,7833.34,EUR,ACH,BR-000327,INV-000406,Pioneer Mobility,received,2026-04-03
PMT-000328,CUST-0057,2026-06-30,7833.34,EUR,Card,BR-000328,INV-000407,Pioneer Mobility,received,2026-06-30
PMT-000329,CUST-0058,2025-09-25,2649166.67,ARS,Wire,BR-000329,INV-000408,Solstice Group,received,2025-09-25
PMT-000330,CUST-0058,2025-09-25,2649166.67,ARS,Wire,BR-000330,INV-000409,Solstice Group,received,2025-09-25
PMT-000331,CUST-0058,2025-11-29,2649166.67,ARS,ACH,BR-000331,INV-000410,Solstice Group,received,2025-11-29
PMT-000332,CUST-0058,2025-12-31,2649166.67,ARS,Check,BR-000332,INV-000411,Solstice Group,received,2025-12-31
PMT-000333,CUST-0058,2026-02-08,2649166.67,ARS,ACH,BR-000333,INV-000412,Solstice Group,received,2026-02-08
PMT-000334,CUST-0058,2026-03-01,2649166.67,ARS,ACH,BR-000334,INV-000413,Solstice Group,received,2026-03-01
PMT-000335,CUST-0058,2026-03-31,2649166.67,ARS,Wire,BR-000335,INV-000414,Solstice Group,received,2026-03-31
PMT-000336,CUST-0058,2026-05-06,1852061.3,ARS,Wire,BR-000336,INV-000415,Solstice Group,received,2026-05-06
PMT-000337,CUST-0058,2026-04-24,2649166.67,ARS,Wire,BR-000337,INV-000416,Solstice Group,received,2026-04-24
PMT-000338,CUST-0058,2026-06-20,2649166.67,ARS,Card,BR-000338,INV-000417,Solstice Group,received,2026-06-20
PMT-000339,CUST-0058,2026-06-30,2649166.67,ARS,Check,BR-000339,INV-000418,Solstice Group,received,2026-06-30
PMT-000340,CUST-0058,2026-06-30,2649166.67,ARS,Wire,BR-000340,INV-000419,Solstice Group,received,2026-06-30
PMT-000341,CUST-0058,2025-09-26,4363333.34,ARS,ACH,BR-000341,INV-000420,Solstice Group,received,2025-09-26
PMT-000342,CUST-0058,2025-11-17,4363333.34,ARS,ACH,BR-000342,INV-000421,Solstice Group,received,2025-11-17
PMT-000343,CUST-0058,2025-12-13,4363333.34,ARS,Card,BR-000343,INV-000422,Solstice Group,received,2025-12-13
PMT-000344,CUST-0059,2026-03-26,9912000.0,MXN,Wire,BR-000344,INV-000423,Ironclad Health,received,2026-03-26
PMT-000345,CUST-0063,2025-08-03,47233.59,BRL,ACH,BR-000345,INV-000425,Northwind Media,received,2025-08-03
PMT-000346,CUST-0063,2025-09-27,42901.69,BRL,Check,BR-000346,INV-000426,Northwind Media,received,2025-09-27
PMT-000347,CUST-0063,2025-10-20,41413.83,BRL,ACH,BR-000347,INV-000427,Northwind Media,received,2025-10-20
PMT-000348,CUST-0063,2025-12-07,40644.79,BRL,ACH,BR-000348,INV-000428,Northwind Media,received,2025-12-07
PMT-000349,CUST-0063,2026-01-06,60657.22,BRL,Wire,BR-000349,INV-000429,Northwind Media,received,2026-01-06
PMT-000350,CUST-0063,2026-01-04,50293.99,BRL,Wire,BR-000350,INV-000430,Northwind Media,received,2026-01-04
PMT-000351,CUST-0063,2026-02-03,64467.48,BRL,Wire,BR-000351,INV-000431,Northwind Media,received,2026-02-03
PMT-000352,CUST-0063,2026-03-11,42188.18,BRL,ACH,BR-000352,INV-000432,Northwind Media,received,2026-03-11
PMT-000353,CUST-0063,2026-04-28,37090.21,BRL,Wire,BR-000353,INV-000433,Northwind Media,received,2026-04-28
PMT-000354,CUST-0063,2026-05-06,44181.52,BRL,Card,BR-000354,INV-000434,Northwind Media,received,2026-05-06
PMT-000355,CUST-0063,2026-06-25,60122.54,BRL,Wire,BR-000355,INV-000435,Northwind Media,received,2026-06-25
PMT-000356,CUST-0064,2026-02-26,9441.41,USD,ACH,BR-000356,INV-000439,Summit Networks,received,2026-02-26
PMT-000357,CUST-0064,2026-06-15,6823.15,USD,Wire,BR-000357,INV-000440,Summit Networks,received,2026-06-15
PMT-000358,CUST-0064,2025-10-25,2469.49,USD,Card,BR-000358,INV-000441,Summit Networks,received,2025-10-25
PMT-000359,CUST-0064,2025-12-04,3732.2,USD,Card,BR-000359,INV-000442,Summit Networks,received,2025-12-04
PMT-000360,CUST-0064,2025-12-17,2686.14,USD,Card,BR-000360,INV-000443,Summit Networks,received,2025-12-17
PMT-000361,CUST-0064,2026-02-07,2345.43,USD,Wire,BR-000361,INV-000445,Summit Networks,received,2026-02-07
PMT-000362,CUST-0064,2026-04-05,2715.69,USD,ACH,BR-000362,INV-000446,Summit Networks,received,2026-04-05
PMT-000363,CUST-0064,2026-04-16,3130.56,USD,Card,BR-000363,INV-000447,Summit Networks,received,2026-04-16
PMT-000364,CUST-0064,2026-06-05,2961.79,USD,Check,BR-000364,INV-000449,Summit Networks,received,2026-06-05
PMT-000365,CUST-0064,2026-06-30,3466.48,USD,Check,BR-000365,INV-000450,Summit Networks,received,2026-06-30
PMT-000366,CUST-0064,2025-10-01,8200.0,USD,Wire,BR-000366,INV-000452,Summit Networks,received,2025-10-01
PMT-000367,CUST-0065,2025-09-02,243400.0,USD,Wire,BR-000367,INV-000453,Lumen Labs,received,2025-09-02
PMT-000368,CUST-0065,2025-09-12,243400.0,USD,Check,BR-000368,INV-000454,Lumen Labs,received,2025-09-12
PMT-000369,CUST-0065,2026-02-24,17883.33,USD,ACH,BR-000369,INV-000455,Lumen Labs,received,2026-02-24
PMT-000370,CUST-0065,2026-04-13,17883.33,USD,Wire,BR-000370,INV-000456,Lumen Labs,received,2026-04-13
PMT-000371,CUST-0065,2026-04-15,17883.33,USD,Card,BR-000371,INV-000457,Lumen Labs,received,2026-04-15
PMT-000372,CUST-0065,2026-05-10,17883.33,USD,ACH,BR-000372,INV-000458,Lumen Labs,received,2026-05-10
PMT-000373,CUST-0065,2026-06-30,17883.33,USD,Wire,BR-000373,INV-000459,Lumen Labs,received,2026-06-30
PMT-000374,CUST-0065,2026-02-09,64603.56,USD,Wire,BR-000374,INV-000461,Lumen Labs,received,2026-02-09
PMT-000375,CUST-0065,2026-04-24,52556.87,USD,ACH,BR-000375,INV-000462,Lumen Labs,received,2026-04-24
PMT-000376,CUST-0065,2026-04-19,46334.46,USD,Wire,BR-000376,INV-000463,Lumen Labs,received,2026-04-19
PMT-000377,CUST-0065,2026-05-24,58962.92,USD,ACH,BR-000377,INV-000464,Lumen Labs,received,2026-05-24
PMT-000378,CUST-0065,2026-06-30,73490.88,USD,Wire,BR-000378,INV-000465,Lumen Labs,received,2026-06-30
PMT-000379,CUST-0065,2026-06-30,532430.85,USD,Wire,BR-000379,INV-000467,Lumen Labs,received,2026-06-30
PMT-000380,CUST-0067,2026-05-25,29944.52,USD,Wire,BR-000380,INV-000468,Solstice Energy,received,2026-05-25
PMT-000381,CUST-0068,2026-06-30,68083.33,EUR,Wire,BR-000381,INV-000470,Ironclad Studios,received,2026-06-30
PMT-000382,CUST-0069,2025-10-03,128700000.0,ARS,ACH,BR-000382,INV-000473,Orchard Technologies,received,2025-10-03
PMT-000383,CUST-0069,2025-09-22,160490000.0,ARS,Check,BR-000383,INV-000474,Orchard Technologies,received,2025-09-22
PMT-000384,CUST-0069,2025-12-25,100979999.99,ARS,ACH,BR-000384,INV-000475,Orchard Technologies,received,2025-12-25
PMT-000385,CUST-0070,2025-06-09,1554000.0,MXN,Card,BR-000385,INV-000476,Sterling Capital,received,2025-06-09
PMT-000386,CUST-0071,2026-05-14,205175.93,EUR,ACH,BR-000386,INV-000477,Tideline Analytics,received,2026-05-14
PMT-000387,CUST-0071,2026-03-22,294842.59,EUR,Card,BR-000387,INV-000480,Tideline Analytics,received,2026-03-22
PMT-000388,CUST-0071,2026-04-21,294842.59,EUR,Wire,BR-000388,INV-000481,Tideline Analytics,received,2026-04-21
PMT-000389,CUST-0071,2026-05-13,294842.59,EUR,ACH,BR-000389,INV-000482,Tideline Analytics,received,2026-05-13
PMT-000390,CUST-0071,2026-05-19,294842.59,EUR,Check,BR-000390,INV-000483,Tideline Analytics,received,2026-05-19
PMT-000391,CUST-0072,2026-06-30,27495.0,BRL,Check,BR-000391,INV-000486,Northwind Systems,received,2026-06-30
PMT-000392,CUST-0073,2025-08-17,26805366.15,ARS,ACH,BR-000392,INV-000487,Summit Logistics,received,2025-08-17
PMT-000393,CUST-0075,2025-09-08,193136.88,GBP,Card,BR-000393,INV-000488,Pioneer Mobility,received,2025-09-08
PMT-000394,CUST-0075,2025-11-04,94582.68,GBP,ACH,BR-000394,INV-000489,Pioneer Mobility,received,2025-11-04
PMT-000395,CUST-0075,2025-07-20,53834.65,GBP,Wire,BR-000395,INV-000490,Pioneer Mobility,received,2025-07-20
PMT-000396,CUST-0075,2025-10-27,53834.65,GBP,Wire,BR-000396,INV-000491,Pioneer Mobility,received,2025-10-27
PMT-000397,CUST-0075,2026-01-13,53834.65,GBP,Wire,BR-000397,INV-000492,Pioneer Mobility,received,2026-01-13
PMT-000398,CUST-0075,2026-03-29,53834.65,GBP,ACH,BR-000398,INV-000493,Pioneer Mobility,received,2026-03-29
PMT-000399,CUST-0075,2026-06-25,53834.65,GBP,Wire,BR-000399,INV-000494,Pioneer Mobility,received,2026-06-25
PMT-000400,CUST-0076,2025-05-29,1215.77,GBP,ACH,BR-000400,INV-000495,Solstice Group,received,2025-05-29
PMT-000401,CUST-0076,2025-06-10,1120.7,GBP,Check,BR-000401,INV-000496,Solstice Group,received,2025-06-10
PMT-000402,CUST-0076,2025-07-15,1983.52,GBP,ACH,BR-000402,INV-000497,Solstice Group,received,2025-07-15
PMT-000403,CUST-0076,2025-08-29,1408.02,GBP,Wire,BR-000403,INV-000498,Solstice Group,received,2025-08-29
PMT-000404,CUST-0076,2025-09-10,1478.52,GBP,Card,BR-000404,INV-000499,Solstice Group,received,2025-09-10
PMT-000405,CUST-0076,2025-11-04,1533.89,GBP,ACH,BR-000405,INV-000500,Solstice Group,received,2025-11-04
PMT-000406,CUST-0076,2025-11-11,1385.34,GBP,Wire,BR-000406,INV-000501,Solstice Group,received,2025-11-11
PMT-000407,CUST-0076,2026-01-17,1982.16,GBP,ACH,BR-000407,INV-000503,Solstice Group,received,2026-01-17
PMT-000408,CUST-0076,2026-02-03,1221.8,GBP,Wire,BR-000408,INV-000504,Solstice Group,received,2026-02-03
PMT-000409,CUST-0076,2026-02-26,1178.73,GBP,Wire,BR-000409,INV-000505,Solstice Group,received,2026-02-26
PMT-000410,CUST-0076,2026-04-28,1367.23,GBP,Wire,BR-000410,INV-000506,Solstice Group,received,2026-04-28
PMT-000411,CUST-0076,2026-05-27,1189.21,GBP,Card,BR-000411,INV-000507,Solstice Group,received,2026-05-27
PMT-000412,CUST-0076,2026-06-30,1592.5,GBP,ACH,BR-000412,INV-000508,Solstice Group,received,2026-06-30
PMT-000413,CUST-0076,2026-06-30,1976.76,GBP,ACH,BR-000413,INV-000509,Solstice Group,received,2026-06-30
PMT-000414,CUST-0076,2025-07-21,10866.14,GBP,Card,BR-000414,INV-000511,Solstice Group,received,2025-07-21
PMT-000415,CUST-0077,2025-06-29,141000.01,MXN,ACH,BR-000415,INV-000513,Ironclad Health,received,2025-06-29
PMT-000416,CUST-0077,2025-07-29,141000.01,MXN,Wire,BR-000416,INV-000514,Ironclad Health,received,2025-07-29
PMT-000417,CUST-0078,2025-09-15,17221.79,USD,Check,BR-000417,INV-000516,Orchard Robotics,received,2025-09-15
PMT-000418,CUST-0078,2025-12-20,17613.83,USD,Wire,BR-000418,INV-000517,Orchard Robotics,received,2025-12-20
PMT-000419,CUST-0078,2026-04-21,15569.39,USD,Wire,BR-000419,INV-000518,Orchard Robotics,received,2026-04-21
PMT-000420,CUST-0078,2026-06-15,20358.51,USD,Card,BR-000420,INV-000519,Orchard Robotics,received,2026-06-15
PMT-000421,CUST-0078,2025-07-11,11866.67,USD,ACH,BR-000421,INV-000520,Orchard Robotics,received,2025-07-11
PMT-000422,CUST-0078,2025-08-04,11866.67,USD,ACH,BR-000422,INV-000521,Orchard Robotics,received,2025-08-04
PMT-000423,CUST-0078,2025-09-12,11866.67,USD,ACH,BR-000423,INV-000522,Orchard Robotics,received,2025-09-12
PMT-000424,CUST-0078,2025-10-04,8784.47,USD,Wire,BR-000424,INV-000523,Orchard Robotics,received,2025-10-04
PMT-000425,CUST-0078,2025-10-24,11866.67,USD,ACH,BR-000425,INV-000524,Orchard Robotics,received,2025-10-24
PMT-000426,CUST-0078,2025-12-01,11866.67,USD,Wire,BR-000426,INV-000525,Orchard Robotics,received,2025-12-01
PMT-000427,CUST-0078,2025-12-22,11866.67,USD,Card,BR-000427,INV-000526,Orchard Robotics,received,2025-12-22
PMT-000428,CUST-0078,2026-02-15,11866.67,USD,Wire,BR-000428,INV-000527,Orchard Robotics,received,2026-02-15
PMT-000429,CUST-0078,2026-03-16,11866.67,USD,ACH,BR-000429,INV-000528,Orchard Robotics,received,2026-03-16
PMT-000430,CUST-0078,2026-04-25,11866.67,USD,ACH,BR-000430,INV-000529,Orchard Robotics,received,2026-04-25
PMT-000431,CUST-0078,2026-05-18,11866.67,USD,Wire,BR-000431,INV-000530,Orchard Robotics,received,2026-05-18
PMT-000432,CUST-0078,2026-06-13,11866.67,USD,Wire,BR-000432,INV-000531,Orchard Robotics,received,2026-06-13
PMT-000433,CUST-0079,2026-05-29,49008.33,USD,Wire,BR-000433,INV-000535,Sterling Ventures,received,2026-05-29
PMT-000434,CUST-0079,2026-06-30,49008.33,USD,ACH,BR-000434,INV-000536,Sterling Ventures,received,2026-06-30
PMT-000435,CUST-0079,2025-10-01,287000.0,USD,Card,BR-000435,INV-000538,Sterling Ventures,received,2025-10-01
PMT-000436,CUST-0079,2025-12-14,202400.0,USD,Wire,BR-000436,INV-000539,Sterling Ventures,received,2025-12-14
PMT-000437,CUST-0079,2026-06-05,170633.33,USD,Wire,BR-000437,INV-000540,Sterling Ventures,received,2026-06-05
PMT-000438,CUST-0079,2026-05-30,110051.99,USD,ACH,BR-000438,INV-000541,Sterling Ventures,received,2026-05-30
PMT-000439,CUST-0079,2026-06-30,170633.33,USD,ACH,BR-000439,INV-000542,Sterling Ventures,received,2026-06-30
PMT-000440,CUST-0080,2025-08-24,205250.0,USD,Check,BR-000440,INV-000543,Tideline Holdings,received,2025-08-24
PMT-000441,CUST-0080,2025-10-04,205250.0,USD,Card,BR-000441,INV-000544,Tideline Holdings,received,2025-10-04
PMT-000442,CUST-0080,2026-06-30,73813.32,USD,Card,BR-000442,INV-000545,Tideline Holdings,received,2026-06-30
PMT-000443,CUST-0080,2026-06-26,117975.0,USD,Wire,BR-000443,INV-000546,Tideline Holdings,received,2026-06-26
