period,customer_id,contract_id,legal_entity,currency,opening_deferred_revenue,billings,recognized_revenue,adjustments,fx_impact,closing_deferred_revenue
2025-12,CUST-0031,CTR-00086,Acme UK Ltd,GBP,0.0,203464.57,203464.57,0.0,0.0,0.0
2025-09,CUST-0032,CTR-00087,Acme EU GmbH,EUR,0.0,78888.89,78888.89,0.0,0.0,0.0
2025-09,CUST-0032,CTR-00088,Acme EU GmbH,EUR,0.0,15462.96,15462.96,0.0,0.0,0.0
2025-10,CUST-0032,CTR-00088,Acme EU GmbH,EUR,0.0,15462.96,15462.96,0.0,0.0,0.0
2025-11,CUST-0032,CTR-00088,Acme EU GmbH,EUR,0.0,15462.96,15462.96,0.0,0.0,0.0
2025-11,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2025-12,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2026-01,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2026-02,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2026-03,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2026-04,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2026-05,CUST-0032,CTR-00089,Acme EU GmbH,EUR,0.0,13773.15,13773.15,0.0,0.0,0.0
2026-01,CUST-0033,CTR-00090,Acme US Inc,USD,0.0,1579100.0,1579100.0,0.0,0.0,0.0
2025-06,CUST-0033,CTR-00091,Acme US Inc,USD,0.0,450950.0,450950.0,0.0,0.0,0.0
2025-07,CUST-0033,CTR-00091,Acme US Inc,USD,0.0,450950.0,450950.0,0.0,0.0,0.0
2025-09,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2025-10,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2025-11,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2025-12,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2026-01,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2026-02,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2026-03,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2026-04,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2026-05,CUST-0033,CTR-00092,Acme US Inc,USD,0.0,215933.33,215933.33,0.0,0.0,0.0
2026-03,CUST-0034,CTR-00095,Acme EU GmbH,EUR,0.0,578.7,578.7,0.0,0.0,0.0
2026-04,CUST-0034,CTR-00095,Acme EU GmbH,EUR,0.0,578.7,578.7,0.0,0.0,0.0
2026-05,CUST-0034,CTR-00095,Acme EU GmbH,EUR,0.0,578.7,578.7,0.0,0.0,0.0
2026-03,CUST-0035,CTR-00096,Acme US Inc,USD,0.0,3900.0,1300.0,0.0,0.0,2600.0
2026-04,CUST-0035,CTR-00096,Acme US Inc,USD,2600.0,0.0,1300.0,0.0,0.0,1300.0
2026-05,CUST-0035,CTR-00096,Acme US Inc,USD,1300.0,0.0,1300.0,0.0,0.0,0.0
2025-09,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2025-10,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2025-11,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2025-12,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2026-01,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2026-02,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2026-03,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2026-04,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2026-05,CUST-0036,CTR-00098,Acme EU GmbH,EUR,0.0,6520.06,6520.06,0.0,0.0,0.0
2025-11,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,6497.94,6497.94,0.0,0.0,0.0
2025-12,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,11368.14,11368.14,0.0,0.0,0.0
2026-01,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,7995.88,7995.88,0.0,0.0,0.0
2026-02,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,9969.04,9969.04,0.0,0.0,0.0
2026-03,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,6799.46,6799.46,0.0,0.0,0.0
2026-04,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,8262.11,8262.11,0.0,0.0,0.0
2026-05,CUST-0036,CTR-00099,Acme EU GmbH,EUR,0.0,8663.57,8663.57,0.0,0.0,0.0
2025-12,CUST-0036,CTR-00100,Acme EU GmbH,EUR,0.0,4158.77,4158.77,0.0,0.0,0.0
2026-01,CUST-0036,CTR-00100,Acme EU GmbH,EUR,0.0,2893.47,2893.47,0.0,0.0,0.0
2026-02,CUST-0036,CTR-00100,Acme EU GmbH,EUR,0.0,4082.47,4082.47,0.0,0.0,0.0
2026-03,CUST-0036,CTR-00100,Acme EU GmbH,EUR,0.0,3238.3,3238.3,0.0,0.0,0.0
2026-04,CUST-0036,CTR-00100,Acme EU GmbH,EUR,0.0,2749.71,2749.71,0.0,0.0,0.0
2026-05,CUST-0036,CTR-00100,Acme EU GmbH,EUR,0.0,4269.85,4269.85,0.0,0.0,0.0
2025-12,CUST-0037,CTR-00102,Acme EU GmbH,EUR,0.0,12870.37,12870.37,0.0,0.0,0.0
2026-02,CUST-0037,CTR-00103,Acme EU GmbH,EUR,0.0,2885.8,2885.8,0.0,0.0,0.0
2026-03,CUST-0037,CTR-00103,Acme EU GmbH,EUR,0.0,2885.8,2885.8,0.0,0.0,0.0
2026-04,CUST-0037,CTR-00103,Acme EU GmbH,EUR,0.0,2885.8,2885.8,0.0,0.0,0.0
2026-05,CUST-0037,CTR-00103,Acme EU GmbH,EUR,0.0,2885.8,2885.8,0.0,0.0,0.0
2026-02,CUST-0038,CTR-00104,Acme EU GmbH,EUR,0.0,1271944.44,1271944.44,0.0,0.0,0.0
2026-01,CUST-0038,CTR-00105,Acme EU GmbH,EUR,0.0,2341944.44,195162.04,0.0,0.0,2146782.4
2026-02,CUST-0038,CTR-00105,Acme EU GmbH,EUR,2146782.4,0.0,195162.04,0.0,0.0,1951620.36
2026-03,CUST-0038,CTR-00105,Acme EU GmbH,EUR,1951620.36,0.0,195162.04,0.0,0.0,1756458.32
2026-04,CUST-0038,CTR-00105,Acme EU GmbH,EUR,1756458.32,0.0,195162.04,0.0,0.0,1561296.28
2026-05,CUST-0038,CTR-00105,Acme EU GmbH,EUR,1561296.28,0.0,195162.04,0.0,0.0,1366134.24
2026-01,CUST-0039,CTR-00107,Acme US Inc,USD,0.0,16400.0,16400.0,0.0,0.0,0.0
2025-12,CUST-0039,CTR-00109,Acme US Inc,USD,0.0,7200.0,7200.0,0.0,0.0,0.0
2025-08,CUST-0039,CTR-00110,Acme US Inc,USD,0.0,9366.67,9366.67,0.0,0.0,0.0
2025-09,CUST-0039,CTR-00110,Acme US Inc,USD,0.0,9366.67,9366.67,0.0,0.0,0.0
2025-10,CUST-0039,CTR-00110,Acme US Inc,USD,0.0,9366.67,9366.67,0.0,0.0,0.0
2025-11,CUST-0040,CTR-00111,Acme Argentina SA,ARS,0.0,322636363.64,322636363.64,0.0,0.0,0.0
2025-06,CUST-0040,CTR-00112,Acme Argentina SA,ARS,0.0,159636363.64,159636363.64,0.0,0.0,0.0
2026-03,CUST-0042,CTR-00115,Acme EU GmbH,EUR,0.0,8829.61,8829.61,0.0,0.0,0.0
2025-09,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,46010.94,46010.94,0.0,0.0,0.0
2025-10,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,68473.67,68473.67,0.0,0.0,0.0
2025-11,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,43592.21,43592.21,0.0,0.0,0.0
2025-12,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,63939.39,63939.39,0.0,0.0,0.0
2026-01,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,52946.28,52946.28,0.0,0.0,0.0
2026-02,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,45951.64,45951.64,0.0,0.0,0.0
2026-03,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,47319.9,47319.9,0.0,0.0,0.0
2026-04,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,54383.97,54383.97,0.0,0.0,0.0
2026-05,CUST-0043,CTR-00116,Acme UK Ltd,GBP,0.0,70982.55,70982.55,0.0,0.0,0.0
2025-04,CUST-0043,CTR-00117,Acme UK Ltd,GBP,0.0,119921.26,119921.26,0.0,0.0,0.0
2026-01,CUST-0044,CTR-00118,Acme US Inc,USD,0.0,1700.0,1700.0,0.0,0.0,0.0
2026-02,CUST-0044,CTR-00118,Acme US Inc,USD,0.0,1700.0,1700.0,0.0,0.0,0.0
2026-03,CUST-0044,CTR-00118,Acme US Inc,USD,0.0,1700.0,1700.0,0.0,0.0,0.0
2026-04,CUST-0044,CTR-00118,Acme US Inc,USD,0.0,1700.0,1700.0,0.0,0.0,0.0
2026-05,CUST-0044,CTR-00118,Acme US Inc,USD,0.0,1700.0,1700.0,0.0,0.0,0.0
2026-01,CUST-0044,CTR-00119,Acme US Inc,USD,0.0,1133.33,1133.33,0.0,0.0,0.0
2026-02,CUST-0044,CTR-00119,Acme US Inc,USD,0.0,1133.33,1133.33,0.0,0.0,0.0
2026-03,CUST-0044,CTR-00119,Acme US Inc,USD,0.0,1133.33,1133.33,0.0,0.0,0.0
2026-04,CUST-0044,CTR-00119,Acme US Inc,USD,0.0,1133.33,1133.33,0.0,0.0,0.0
2026-05,CUST-0044,CTR-00119,Acme US Inc,USD,0.0,1133.33,1133.33,0.0,0.0,0.0
2025-07,CUST-0044,CTR-00120,Acme US Inc,USD,0.0,12100.0,12100.0,0.0,0.0,0.0
2025-08,CUST-0044,CTR-00120,Acme US Inc,USD,0.0,12100.0,12100.0,0.0,0.0,0.0
2025-09,CUST-0045,CTR-00121,Acme US Inc,USD,0.0,110100.0,36700.0,0.0,0.0,73400.0
2025-10,CUST-0045,CTR-00121,Acme US Inc,USD,73400.0,0.0,36700.0,0.0,0.0,36700.0
2025-11,CUST-0045,CTR-00121,Acme US Inc,USD,36700.0,0.0,36700.0,0.0,0.0,0.0
2025-12,CUST-0045,CTR-00121,Acme US Inc,USD,0.0,110100.0,36700.0,0.0,0.0,73400.0
2026-01,CUST-0045,CTR-00121,Acme US Inc,USD,73400.0,0.0,36700.0,0.0,0.0,36700.0
2026-02,CUST-0045,CTR-00121,Acme US Inc,USD,36700.0,0.0,36700.0,0.0,0.0,0.0
2026-03,CUST-0045,CTR-00121,Acme US Inc,USD,0.0,110100.0,36700.0,0.0,0.0,73400.0
2026-04,CUST-0045,CTR-00121,Acme US Inc,USD,73400.0,0.0,36700.0,0.0,0.0,36700.0
2026-05,CUST-0045,CTR-00121,Acme US Inc,USD,36700.0,0.0,36700.0,0.0,0.0,0.0
2026-03,CUST-0045,CTR-00122,Acme US Inc,USD,0.0,69514.48,69514.48,0.0,0.0,0.0
2026-04,CUST-0045,CTR-00122,Acme US Inc,USD,0.0,60421.58,60421.58,0.0,0.0,0.0
2026-05,CUST-0045,CTR-00122,Acme US Inc,USD,0.0,52179.23,52179.23,0.0,0.0,0.0
2026-01,CUST-0045,CTR-00123,Acme US Inc,USD,0.0,96955.29,96955.29,0.0,0.0,0.0
2026-04,CUST-0045,CTR-00123,Acme US Inc,USD,0.0,78850.18,78850.18,0.0,0.0,0.0
2025-12,CUST-0046,CTR-00124,Acme Mexico SA,MXN,0.0,179310.34,179310.34,0.0,0.0,0.0
2025-11,CUST-0046,CTR-00125,Acme Mexico SA,MXN,0.0,368965.52,368965.52,0.0,0.0,0.0
2026-03,CUST-0047,CTR-00128,Acme Mexico SA,MXN,0.0,1025862.07,1025862.07,0.0,0.0,0.0
2026-05,CUST-0047,CTR-00129,Acme Mexico SA,MXN,0.0,743103.45,743103.45,0.0,0.0,0.0
2025-10,CUST-0048,CTR-00130,Acme UK Ltd,GBP,0.0,40787.4,40787.4,0.0,0.0,0.0
2025-09,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,11508.02,11508.02,0.0,0.0,0.0
2025-10,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,8589.55,8589.55,0.0,0.0,0.0
2025-11,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,7717.91,7717.91,0.0,0.0,0.0
2025-12,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,9638.56,9638.56,0.0,0.0,0.0
2026-01,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,7660.28,7660.28,0.0,0.0,0.0
2026-02,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,10704.62,10704.62,0.0,0.0,0.0
2026-03,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,7407.3,7407.3,0.0,0.0,0.0
2026-04,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,10911.3,10911.3,0.0,0.0,0.0
2026-05,CUST-0048,CTR-00131,Acme UK Ltd,GBP,0.0,9038.54,9038.54,0.0,0.0,0.0
2026-03,CUST-0048,CTR-00132,Acme UK Ltd,GBP,0.0,6023.62,6023.62,0.0,0.0,0.0
2026-04,CUST-0048,CTR-00132,Acme UK Ltd,GBP,0.0,6023.62,6023.62,0.0,0.0,0.0
2025-11,CUST-0048,CTR-00133,Acme UK Ltd,GBP,0.0,39685.04,39685.04,0.0,0.0,0.0
2025-08,CUST-0049,CTR-00134,Acme Brasil Ltda,BRL,0.0,2026500.0,2026500.0,0.0,0.0,0.0
2025-10,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,0.0,3683000.0,306916.67,0.0,0.0,3376083.33
2025-11,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,3376083.33,0.0,306916.67,0.0,0.0,3069166.66
2025-12,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,3069166.66,0.0,306916.67,0.0,0.0,2762249.99
2026-01,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,2762249.99,0.0,306916.67,0.0,0.0,2455333.32
2026-02,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,2455333.32,0.0,306916.67,0.0,0.0,2148416.65
2026-03,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,2148416.65,0.0,306916.67,0.0,0.0,1841499.98
2026-04,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,1841499.98,0.0,306916.67,0.0,0.0,1534583.31
2026-05,CUST-0049,CTR-00135,Acme Brasil Ltda,BRL,1534583.31,0.0,306916.67,0.0,0.0,1227666.64
2025-09,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2025-10,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2025-11,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2025-12,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2026-01,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2026-02,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2026-03,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2026-04,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2026-05,CUST-0049,CTR-00137,Acme Brasil Ltda,BRL,0.0,123166.67,123166.67,0.0,0.0,0.0
2025-12,CUST-0049,CTR-00138,Acme Brasil Ltda,BRL,0.0,4138000.0,344833.33,0.0,0.0,3793166.67
2026-01,CUST-0049,CTR-00138,Acme Brasil Ltda,BRL,3793166.67,0.0,344833.33,0.0,0.0,3448333.34
2026-02,CUST-0049,CTR-00138,Acme Brasil Ltda,BRL,3448333.34,0.0,344833.33,0.0,0.0,3103500.01
2026-03,CUST-0049,CTR-00138,Acme Brasil Ltda,BRL,3103500.01,0.0,344833.33,0.0,0.0,2758666.68
2026-04,CUST-0049,CTR-00138,Acme Brasil Ltda,BRL,2758666.68,0.0,344833.33,0.0,0.0,2413833.35
2026-05,CUST-0049,CTR-00138,Acme Brasil Ltda,BRL,2413833.35,0.0,344833.33,0.0,0.0,2069000.02
2025-05,CUST-0050,CTR-00139,Acme US Inc,USD,0.0,1833.33,1833.33,0.0,0.0,0.0
2025-06,CUST-0050,CTR-00139,Acme US Inc,USD,0.0,1833.33,1833.33,0.0,0.0,0.0
2025-07,CUST-0050,CTR-00139,Acme US Inc,USD,0.0,1833.33,1833.33,0.0,0.0,0.0
2025-06,CUST-0050,CTR-00140,Acme US Inc,USD,0.0,3800.0,3800.0,0.0,0.0,0.0
2025-07,CUST-0050,CTR-00140,Acme US Inc,USD,0.0,3800.0,3800.0,0.0,0.0,0.0
2025-10,CUST-0050,CTR-00141,Acme US Inc,USD,0.0,2100.0,700.0,0.0,0.0,1400.0
2025-11,CUST-0050,CTR-00141,Acme US Inc,USD,1400.0,0.0,700.0,0.0,0.0,700.0
2025-12,CUST-0050,CTR-00141,Acme US Inc,USD,700.0,0.0,700.0,0.0,0.0,0.0
2026-01,CUST-0050,CTR-00141,Acme US Inc,USD,0.0,2100.0,700.0,0.0,0.0,1400.0
2026-02,CUST-0050,CTR-00141,Acme US Inc,USD,1400.0,0.0,700.0,0.0,0.0,700.0
2026-03,CUST-0050,CTR-00141,Acme US Inc,USD,700.0,0.0,700.0,0.0,0.0,0.0
2026-04,CUST-0050,CTR-00141,Acme US Inc,USD,0.0,2100.0,700.0,0.0,0.0,1400.0
2026-05,CUST-0050,CTR-00141,Acme US Inc,USD,1400.0,0.0,700.0,0.0,0.0,700.0
2025-03,CUST-0052,CTR-00144,Acme US Inc,USD,0.0,383300.0,383300.0,0.0,0.0,0.0
2026-05,CUST-0053,CTR-00146,Acme US Inc,USD,0.0,5896.08,5896.08,0.0,0.0,0.0
2025-10,CUST-0054,CTR-00148,Acme US Inc,USD,0.0,31175.0,10391.67,0.0,0.0,20783.33
2025-11,CUST-0054,CTR-00148,Acme US Inc,USD,20783.33,0.0,10391.67,0.0,0.0,10391.66
2025-12,CUST-0054,CTR-00148,Acme US Inc,USD,10391.66,0.0,10391.67,0.0,0.0,-0.01
2026-01,CUST-0054,CTR-00148,Acme US Inc,USD,-0.01,31175.0,10391.67,0.0,0.0,20783.32
2026-02,CUST-0054,CTR-00148,Acme US Inc,USD,20783.32,0.0,10391.67,0.0,0.0,10391.65
2026-03,CUST-0054,CTR-00148,Acme US Inc,USD,10391.65,0.0,10391.67,0.0,0.0,-0.02
2026-04,CUST-0054,CTR-00148,Acme US Inc,USD,-0.02,31175.0,10391.67,0.0,0.0,20783.31
2026-05,CUST-0054,CTR-00148,Acme US Inc,USD,20783.31,0.0,10391.67,0.0,0.0,10391.64
2026-01,CUST-0054,CTR-00149,Acme US Inc,USD,0.0,161200.0,13433.33,0.0,0.0,147766.67
2026-02,CUST-0054,CTR-00149,Acme US Inc,USD,147766.67,0.0,13433.33,0.0,0.0,134333.34
2026-03,CUST-0054,CTR-00149,Acme US Inc,USD,134333.34,0.0,13433.33,0.0,0.0,120900.01
2026-04,CUST-0054,CTR-00149,Acme US Inc,USD,120900.01,0.0,13433.33,0.0,0.0,107466.68
2026-05,CUST-0054,CTR-00149,Acme US Inc,USD,107466.68,0.0,13433.33,0.0,0.0,94033.35
2025-12,CUST-0054,CTR-00150,Acme US Inc,USD,0.0,28900.0,28900.0,0.0,0.0,0.0
2026-01,CUST-0054,CTR-00150,Acme US Inc,USD,0.0,28900.0,28900.0,0.0,0.0,0.0
2025-10,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,586.23,586.23,0.0,0.0,0.0
2025-11,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,586.68,586.68,0.0,0.0,0.0
2025-12,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,520.62,520.62,0.0,0.0,0.0
2026-01,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,492.92,492.92,0.0,0.0,0.0
2026-02,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,669.14,669.14,0.0,0.0,0.0
2026-03,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,819.38,819.38,0.0,0.0,0.0
2026-04,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,641.63,641.63,0.0,0.0,0.0
2026-05,CUST-0055,CTR-00152,Acme EU GmbH,EUR,0.0,675.49,675.49,0.0,0.0,0.0
2025-07,CUST-0056,CTR-00153,Acme EU GmbH,EUR,0.0,2361.11,2361.11,0.0,0.0,0.0
2025-08,CUST-0056,CTR-00153,Acme EU GmbH,EUR,0.0,2361.11,2361.11,0.0,0.0,0.0
2025-03,CUST-0057,CTR-00154,Acme EU GmbH,EUR,0.0,5462.96,5462.96,0.0,0.0,0.0
2025-07,CUST-0057,CTR-00155,Acme EU GmbH,EUR,0.0,6527.78,2175.93,0.0,0.0,4351.85
2025-08,CUST-0057,CTR-00155,Acme EU GmbH,EUR,4351.85,0.0,2175.93,0.0,0.0,2175.92
2025-09,CUST-0057,CTR-00155,Acme EU GmbH,EUR,2175.92,0.0,2175.93,0.0,0.0,-0.01
2025-10,CUST-0057,CTR-00155,Acme EU GmbH,EUR,-0.01,6527.78,2175.93,0.0,0.0,4351.84
2025-11,CUST-0057,CTR-00155,Acme EU GmbH,EUR,4351.84,0.0,2175.93,0.0,0.0,2175.91
2025-12,CUST-0057,CTR-00155,Acme EU GmbH,EUR,2175.91,0.0,2175.93,0.0,0.0,-0.02
2026-01,CUST-0057,CTR-00155,Acme EU GmbH,EUR,-0.02,6527.78,2175.93,0.0,0.0,4351.83
2026-02,CUST-0057,CTR-00155,Acme EU GmbH,EUR,4351.83,0.0,2175.93,0.0,0.0,2175.9
2026-03,CUST-0057,CTR-00155,Acme EU GmbH,EUR,2175.9,0.0,2175.93,0.0,0.0,-0.03
2026-04,CUST-0057,CTR-00155,Acme EU GmbH,EUR,-0.03,6527.78,2175.93,0.0,0.0,4351.82
2026-05,CUST-0057,CTR-00155,Acme EU GmbH,EUR,4351.82,0.0,2175.93,0.0,0.0,2175.89
2025-07,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2025-08,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2025-09,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2025-10,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2025-11,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2025-12,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2026-01,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2026-02,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2026-03,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2026-04,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2026-05,CUST-0058,CTR-00156,Acme Argentina SA,ARS,0.0,2189393.94,2189393.94,0.0,0.0,0.0
2025-08,CUST-0058,CTR-00158,Acme Argentina SA,ARS,0.0,3606060.61,3606060.61,0.0,0.0,0.0
2025-09,CUST-0058,CTR-00158,Acme Argentina SA,ARS,0.0,3606060.61,3606060.61,0.0,0.0,0.0
2025-10,CUST-0058,CTR-00158,Acme Argentina SA,ARS,0.0,3606060.61,3606060.61,0.0,0.0,0.0
2026-01,CUST-0059,CTR-00159,Acme Mexico SA,MXN,0.0,8544827.59,8544827.59,0.0,0.0,0.0
2025-06,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,40370.59,40370.59,0.0,0.0,0.0
2025-07,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,36668.11,36668.11,0.0,0.0,0.0
2025-08,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,35396.44,35396.44,0.0,0.0,0.0
2025-09,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,34739.14,34739.14,0.0,0.0,0.0
2025-10,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,51843.78,51843.78,0.0,0.0,0.0
2025-11,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,42986.32,42986.32,0.0,0.0,0.0
2025-12,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,55100.41,55100.41,0.0,0.0,0.0
2026-01,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,36058.27,36058.27,0.0,0.0,0.0
2026-02,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,40664.59,40664.59,0.0,0.0,0.0
2026-03,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,37761.98,37761.98,0.0,0.0,0.0
2026-04,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,51386.79,51386.79,0.0,0.0,0.0
2026-05,CUST-0063,CTR-00163,Acme Brasil Ltda,BRL,0.0,52858.14,52858.14,0.0,0.0,0.0
2026-01,CUST-0064,CTR-00166,Acme US Inc,USD,0.0,9441.41,9441.41,0.0,0.0,0.0
2026-04,CUST-0064,CTR-00166,Acme US Inc,USD,0.0,6823.15,6823.15,0.0,0.0,0.0
2025-08,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,2469.49,2469.49,0.0,0.0,0.0
2025-09,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,3732.2,3732.2,0.0,0.0,0.0
2025-10,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,2686.14,2686.14,0.0,0.0,0.0
2025-11,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,2709.63,2709.63,0.0,0.0,0.0
2025-12,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,2345.43,2345.43,0.0,0.0,0.0
2026-01,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,2715.69,2715.69,0.0,0.0,0.0
2026-02,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,3130.56,3130.56,0.0,0.0,0.0
2026-03,CUST-0064,CTR-00167,Acme US Inc,USD,0.0,3956.21,3956.21,0.0,0.0,0.0
