invoice_id,order_id,contract_id,customer_id,invoice_date,due_date,invoice_amount,tax_amount,total_invoice_amount,currency,legal_entity,invoice_status,payment_terms,po_number,service_period_start,service_period_end,gl_ar_account,gl_revenue_account,source_system
INV-000124,SO-00039,CTR-00052,CUST-0018,2025-12-30,2026-01-29,628100.0,0.0,628100.0,USD,Acme US Inc,paid,NET30,,2025-12-30,2026-03-30,1200-AR,4000-Subscription-Rev,ERP
INV-000125,SO-00039,CTR-00052,CUST-0018,2026-03-30,2026-04-29,628100.0,0.0,628100.0,USD,Acme US Inc,paid,NET30,,2026-03-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000126,SO-00039,CTR-00052,CUST-0018,2026-06-30,2026-07-30,628100.0,0.0,628100.0,USD,Acme US Inc,open,NET30,,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000127,SO-00040,CTR-00055,CUST-0020,2025-08-30,2025-09-29,1700.22,0.0,1700.22,USD,Acme US Inc,paid,NET30,,2025-08-30,2025-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000128,SO-00040,CTR-00055,CUST-0020,2025-09-30,2025-10-30,2498.92,0.0,2498.92,USD,Acme US Inc,paid,NET30,,2025-09-30,2025-10-30,1200-AR,4100-Usage-Rev,ERP
INV-000129,SO-00040,CTR-00055,CUST-0020,2025-10-30,2025-11-29,1992.89,0.0,1992.89,USD,Acme US Inc,paid,NET30,,2025-10-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000130,SO-00040,CTR-00055,CUST-0020,2025-11-30,2025-12-30,1595.18,0.0,1595.18,USD,Acme US Inc,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000131,SO-00040,CTR-00055,CUST-0020,2025-12-30,2026-01-29,2555.83,0.0,2555.83,USD,Acme US Inc,paid,NET30,,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000132,SO-00040,CTR-00055,CUST-0020,2026-01-30,2026-03-01,2117.34,0.0,2117.34,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000133,SO-00040,CTR-00055,CUST-0020,2026-02-28,2026-03-30,1935.29,0.0,1935.29,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000134,SO-00040,CTR-00055,CUST-0020,2026-03-28,2026-04-27,1428.13,0.0,1428.13,USD,Acme US Inc,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000135,SO-00040,CTR-00055,CUST-0020,2026-04-28,2026-05-28,1467.08,0.0,1467.08,USD,Acme US Inc,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000136,SO-00040,CTR-00055,CUST-0020,2026-05-28,2026-06-27,1460.25,0.0,1460.25,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000137,SO-00040,CTR-00055,CUST-0020,2026-06-28,2026-07-28,1874.05,0.0,1874.05,USD,Acme US Inc,open,NET30,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000138,SO-00041,CTR-00056,CUST-0020,2025-08-30,2025-09-29,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2025-08-30,2025-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000139,SO-00041,CTR-00056,CUST-0020,2025-09-30,2025-10-30,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2025-09-30,2025-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000140,SO-00041,CTR-00056,CUST-0020,2025-10-30,2025-11-29,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2025-10-30,2025-11-30,1200-AR,4000-Subscription-Rev,ERP
INV-000141,SO-00041,CTR-00056,CUST-0020,2025-11-30,2025-12-30,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000142,SO-00041,CTR-00056,CUST-0020,2025-12-30,2026-01-29,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000143,SO-00041,CTR-00056,CUST-0020,2026-01-30,2026-03-01,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000144,SO-00041,CTR-00056,CUST-0020,2026-02-28,2026-03-30,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000145,SO-00041,CTR-00056,CUST-0020,2026-03-28,2026-04-27,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000146,SO-00041,CTR-00056,CUST-0020,2026-04-28,2026-05-28,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000147,SO-00041,CTR-00056,CUST-0020,2026-05-28,2026-06-27,916.67,0.0,916.67,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000148,SO-00041,CTR-00056,CUST-0020,2026-06-28,2026-07-28,916.67,0.0,916.67,USD,Acme US Inc,open,NET30,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000149,SO-00042,CTR-00057,CUST-0021,2026-06-30,2026-07-15,24775.0,0.0,24775.0,USD,Acme US Inc,open,NET15,,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000150,SO-00043,CTR-00058,CUST-0021,2025-11-30,2025-12-15,108300.0,0.0,108300.0,USD,Acme US Inc,paid,NET15,,2025-11-30,2025-12-30,1200-AR,4300-Implementation-Rev,ERP
INV-000151,SO-00044,CTR-00059,CUST-0021,2025-08-30,2025-09-14,25300.0,0.0,25300.0,USD,Acme US Inc,paid,NET15,,2025-08-30,2025-09-30,1200-AR,4300-Implementation-Rev,ERP
INV-000152,SO-00045,CTR-00060,CUST-0022,2025-09-30,2025-12-29,135500.0,23035.0,158535.0,BRL,Acme Brasil Ltda,paid,NET90,,2025-09-30,2025-10-30,1200-AR,4300-Implementation-Rev,ERP
INV-000153,SO-00046,CTR-00061,CUST-0023,2026-03-30,2026-04-14,41175.0,0.0,41175.0,USD,Acme US Inc,paid,NET15,PO-74503,2026-03-30,2026-04-30,1200-AR,4000-Subscription-Rev,ERP
INV-000154,SO-00046,CTR-00061,CUST-0023,2026-04-30,2026-05-15,41175.0,0.0,41175.0,USD,Acme US Inc,paid,NET15,PO-74503,2026-04-30,2026-05-30,1200-AR,4000-Subscription-Rev,ERP
INV-000155,SO-00046,CTR-00061,CUST-0023,2026-05-30,2026-06-14,41175.0,0.0,41175.0,USD,Acme US Inc,paid,NET15,PO-74503,2026-05-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000156,SO-00046,CTR-00061,CUST-0023,2026-06-30,2026-07-15,41175.0,0.0,41175.0,USD,Acme US Inc,open,NET15,PO-74503,2026-06-30,2026-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000157,SO-00047,CTR-00062,CUST-0023,2026-02-28,2026-03-15,84100.0,0.0,84100.0,USD,Acme US Inc,open,NET15,PO-14277,2026-02-28,2026-03-28,1200-AR,4200-Services-Rev,ERP
INV-000158,SO-00047,CTR-00062,CUST-0023,2026-03-28,2026-04-12,84100.0,0.0,84100.0,USD,Acme US Inc,paid,NET15,PO-14277,2026-03-28,2026-04-28,1200-AR,4200-Services-Rev,ERP
INV-000159,SO-00048,CTR-00063,CUST-0023,2025-07-30,2025-08-14,277400.0,0.0,277400.0,USD,Acme US Inc,paid,NET15,PO-63430,2025-07-30,2025-08-30,1200-AR,4300-Implementation-Rev,ERP
INV-000160,SO-00049,CTR-00064,CUST-0023,2026-06-30,2026-07-15,63250.0,0.0,63250.0,USD,Acme US Inc,open,NET15,PO-93196,2026-06-30,2026-07-30,1200-AR,4200-Services-Rev,ERP
INV-000161,SO-00050,CTR-00066,CUST-0025,2026-04-30,2026-06-14,36898.15,7379.63,44277.78,EUR,Acme EU GmbH,open,NET45,,2026-04-30,2026-05-30,1200-AR,4200-Services-Rev,ERP
INV-000162,SO-00050,CTR-00066,CUST-0025,2026-05-30,2026-07-14,36898.15,7379.63,44277.78,EUR,Acme EU GmbH,open,NET45,,2026-05-30,2026-06-30,1200-AR,4200-Services-Rev,ERP
INV-000163,SO-00051,CTR-00067,CUST-0025,2025-03-30,2025-05-14,35532.41,7106.48,42638.89,EUR,Acme EU GmbH,open,NET45,,2025-03-30,2025-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000164,SO-00051,CTR-00067,CUST-0025,2025-06-30,2025-08-14,35532.41,7106.48,42638.89,EUR,Acme EU GmbH,paid,NET45,,2025-06-30,2025-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000165,SO-00051,CTR-00067,CUST-0025,2025-09-30,2025-11-14,35532.41,7106.48,42638.89,EUR,Acme EU GmbH,open,NET45,,2025-09-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000166,SO-00051,CTR-00067,CUST-0025,2025-12-30,2026-02-13,35532.41,7106.48,42638.89,EUR,Acme EU GmbH,paid,NET45,,2025-12-30,2026-03-30,1200-AR,4000-Subscription-Rev,ERP
INV-000167,SO-00051,CTR-00067,CUST-0025,2026-03-30,2026-05-14,35532.41,7106.48,42638.89,EUR,Acme EU GmbH,paid,NET45,,2026-03-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000168,SO-00051,CTR-00067,CUST-0025,2026-06-30,2026-08-14,35532.41,7106.48,42638.89,EUR,Acme EU GmbH,paid,NET45,,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000169,SO-00052,CTR-00068,CUST-0026,2026-03-30,2026-05-29,1023100.0,0.0,1023100.0,USD,Acme US Inc,paid,NET60,,2026-03-30,2026-04-30,1200-AR,4200-Services-Rev,ERP
INV-000170,SO-00053,CTR-00069,CUST-0026,2025-06-30,2025-08-29,1238600.0,0.0,1238600.0,USD,Acme US Inc,paid,NET60,,2025-06-30,2025-07-30,1200-AR,4200-Services-Rev,ERP
INV-000171,SO-00053,CTR-00069,CUST-0026,2025-07-30,2025-09-28,1238600.0,0.0,1238600.0,USD,Acme US Inc,paid,NET60,,2025-07-30,2025-08-30,1200-AR,4200-Services-Rev,ERP
INV-000172,SO-00054,CTR-00070,CUST-0026,2026-06-30,2026-08-29,91033.33,0.0,91033.33,USD,Acme US Inc,paid,NET60,,2026-06-30,2026-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000173,SO-00055,CTR-00071,CUST-0027,2026-01-30,2026-03-01,12800.0,0.0,12800.0,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4300-Implementation-Rev,ERP
INV-000174,SO-00056,CTR-00073,CUST-0028,2026-02-28,2026-03-30,67675.0,0.0,67675.0,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000175,SO-00056,CTR-00073,CUST-0028,2026-05-28,2026-06-27,67675.0,0.0,67675.0,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-08-28,1200-AR,4000-Subscription-Rev,ERP
INV-000176,SO-00057,CTR-00074,CUST-0028,2025-05-30,2025-06-29,32232.68,0.0,32232.68,USD,Acme US Inc,paid,NET30,,2025-05-30,2025-06-30,1200-AR,4100-Usage-Rev,ERP
INV-000177,SO-00057,CTR-00074,CUST-0028,2025-06-30,2025-07-30,36981.02,0.0,36981.02,USD,Acme US Inc,open,NET30,,2025-06-30,2025-07-30,1200-AR,4100-Usage-Rev,ERP
INV-000178,SO-00057,CTR-00074,CUST-0028,2025-07-30,2025-08-29,22289.49,0.0,22289.49,USD,Acme US Inc,paid,NET30,,2025-07-30,2025-08-30,1200-AR,4100-Usage-Rev,ERP
INV-000179,SO-00057,CTR-00074,CUST-0028,2025-08-30,2025-09-29,36614.08,0.0,36614.08,USD,Acme US Inc,paid,NET30,,2025-08-30,2025-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000180,SO-00057,CTR-00074,CUST-0028,2025-09-30,2025-10-30,36533.39,0.0,36533.39,USD,Acme US Inc,paid,NET30,,2025-09-30,2025-10-30,1200-AR,4100-Usage-Rev,ERP
INV-000181,SO-00057,CTR-00074,CUST-0028,2025-10-30,2025-11-29,31896.51,0.0,31896.51,USD,Acme US Inc,paid,NET30,,2025-10-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000182,SO-00057,CTR-00074,CUST-0028,2025-11-30,2025-12-30,34979.57,0.0,34979.57,USD,Acme US Inc,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000183,SO-00057,CTR-00074,CUST-0028,2025-12-30,2026-01-29,31433.95,0.0,31433.95,USD,Acme US Inc,paid,NET30,,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000184,SO-00057,CTR-00074,CUST-0028,2026-01-30,2026-03-01,38370.25,0.0,38370.25,USD,Acme US Inc,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000185,SO-00057,CTR-00074,CUST-0028,2026-02-28,2026-03-30,26815.96,0.0,26815.96,USD,Acme US Inc,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000186,SO-00057,CTR-00074,CUST-0028,2026-03-28,2026-04-27,22435.98,0.0,22435.98,USD,Acme US Inc,open,NET30,,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000187,SO-00057,CTR-00074,CUST-0028,2026-04-28,2026-05-28,36150.84,0.0,36150.84,USD,Acme US Inc,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000188,SO-00057,CTR-00074,CUST-0028,2026-05-28,2026-06-27,28447.81,0.0,28447.81,USD,Acme US Inc,paid,NET30,,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000189,SO-00057,CTR-00074,CUST-0028,2026-06-28,2026-07-28,22337.47,0.0,22337.47,USD,Acme US Inc,open,NET30,,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000190,SO-00058,CTR-00075,CUST-0029,2026-04-30,2026-05-30,2418965.52,387034.48,2806000.0,MXN,Acme Mexico SA,paid,NET30,PO-79522,2026-04-30,2027-04-30,1200-AR,4000-Subscription-Rev,ERP
INV-000191,SO-00059,CTR-00077,CUST-0029,2026-02-28,2026-03-30,227239.24,36358.28,263597.52,MXN,Acme Mexico SA,paid,NET30,PO-49052,2026-02-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000192,SO-00059,CTR-00077,CUST-0029,2026-05-28,2026-06-27,221378.21,35420.51,256798.72,MXN,Acme Mexico SA,paid,NET30,PO-49052,2026-05-28,2026-08-28,1200-AR,4100-Usage-Rev,ERP
INV-000193,SO-00060,CTR-00078,CUST-0029,2026-01-30,2026-03-01,1634482.76,261517.24,1896000.0,MXN,Acme Mexico SA,paid,NET30,PO-54286,2026-01-30,2026-02-28,1200-AR,4300-Implementation-Rev,ERP
INV-000194,SO-00061,CTR-00079,CUST-0030,2025-12-30,2026-01-14,416475.0,0.0,416475.0,USD,Acme US Inc,paid,NET15,PO-85427,2025-12-30,2026-03-30,1200-AR,4000-Subscription-Rev,ERP
INV-000195,SO-00061,CTR-00079,CUST-0030,2026-03-30,2026-04-14,416475.0,0.0,416475.0,USD,Acme US Inc,paid,NET15,PO-85427,2026-03-30,2026-06-30,1200-AR,4000-Subscription-Rev,ERP
INV-000196,SO-00061,CTR-00079,CUST-0030,2026-06-30,2026-07-15,416475.0,0.0,416475.0,USD,Acme US Inc,open,NET15,PO-85427,2026-06-30,2026-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000197,SO-00062,CTR-00080,CUST-0030,2025-06-30,2025-07-15,669100.99,0.0,669100.99,USD,Acme US Inc,paid,NET15,PO-59256,2025-06-30,2025-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000198,SO-00062,CTR-00080,CUST-0030,2025-09-30,2025-10-15,463909.96,0.0,463909.96,USD,Acme US Inc,paid,NET15,PO-59256,2025-09-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000199,SO-00062,CTR-00080,CUST-0030,2025-12-30,2026-01-14,538659.51,0.0,538659.51,USD,Acme US Inc,paid,NET15,PO-59256,2025-12-30,2026-03-30,1200-AR,4100-Usage-Rev,ERP
INV-000200,SO-00062,CTR-00080,CUST-0030,2026-03-30,2026-04-14,449777.22,0.0,449777.22,USD,Acme US Inc,paid,NET15,PO-59256,2026-03-30,2026-06-30,1200-AR,4100-Usage-Rev,ERP
INV-000201,SO-00062,CTR-00080,CUST-0030,2026-06-30,2026-07-15,700278.34,0.0,700278.34,USD,Acme US Inc,open,NET15,PO-59256,2026-06-30,2026-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000202,SO-00063,CTR-00081,CUST-0030,2026-06-30,2026-07-15,65091.67,0.0,65091.67,USD,Acme US Inc,open,NET15,PO-70974,2026-06-30,2026-07-30,1200-AR,4000-Subscription-Rev,ERP
INV-000203,SO-00065,CTR-00083,CUST-0031,2025-03-30,2025-04-29,44282.91,8856.58,53139.49,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-03-30,2025-04-30,1200-AR,4100-Usage-Rev,ERP
INV-000204,SO-00065,CTR-00083,CUST-0031,2025-04-30,2025-05-30,59722.93,11944.59,71667.52,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-04-30,2025-05-30,1200-AR,4100-Usage-Rev,ERP
INV-000205,SO-00065,CTR-00083,CUST-0031,2025-05-30,2025-06-29,49721.83,9944.37,59666.2,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-05-30,2025-06-30,1200-AR,4100-Usage-Rev,ERP
INV-000206,SO-00065,CTR-00083,CUST-0031,2025-06-30,2025-07-30,34839.47,6967.89,41807.36,GBP,Acme UK Ltd,open,NET30,PO-27599,2025-06-30,2025-07-30,1200-AR,4100-Usage-Rev,ERP
INV-000207,SO-00065,CTR-00083,CUST-0031,2025-07-30,2025-08-29,46620.31,9324.06,55944.37,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-07-30,2025-08-30,1200-AR,4100-Usage-Rev,ERP
INV-000208,SO-00065,CTR-00083,CUST-0031,2025-08-30,2025-09-29,60671.78,12134.36,72806.14,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-08-30,2025-09-30,1200-AR,4100-Usage-Rev,ERP
INV-000209,SO-00065,CTR-00083,CUST-0031,2025-09-30,2025-10-30,46377.88,9275.58,55653.46,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-09-30,2025-10-30,1200-AR,4100-Usage-Rev,ERP
INV-000210,SO-00065,CTR-00083,CUST-0031,2025-10-30,2025-11-29,45133.19,9026.64,54159.83,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-10-30,2025-11-30,1200-AR,4100-Usage-Rev,ERP
INV-000211,SO-00065,CTR-00083,CUST-0031,2025-11-30,2025-12-30,63722.44,12744.49,76466.93,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-11-30,2025-12-30,1200-AR,4100-Usage-Rev,ERP
INV-000212,SO-00065,CTR-00083,CUST-0031,2025-12-30,2026-01-29,55029.05,11005.81,66034.86,GBP,Acme UK Ltd,paid,NET30,PO-27599,2025-12-30,2026-01-30,1200-AR,4100-Usage-Rev,ERP
INV-000213,SO-00065,CTR-00083,CUST-0031,2026-01-30,2026-03-01,53841.99,10768.4,64610.39,GBP,Acme UK Ltd,paid,NET30,PO-27599,2026-01-30,2026-02-28,1200-AR,4100-Usage-Rev,ERP
INV-000214,SO-00065,CTR-00083,CUST-0031,2026-02-28,2026-03-30,34909.04,6981.81,41890.85,GBP,Acme UK Ltd,paid,NET30,PO-27599,2026-02-28,2026-03-28,1200-AR,4100-Usage-Rev,ERP
INV-000215,SO-00065,CTR-00083,CUST-0031,2026-03-28,2026-04-27,37285.44,7457.09,44742.53,GBP,Acme UK Ltd,paid,NET30,PO-27599,2026-03-28,2026-04-28,1200-AR,4100-Usage-Rev,ERP
INV-000216,SO-00065,CTR-00083,CUST-0031,2026-04-28,2026-05-28,57403.29,11480.66,68883.95,GBP,Acme UK Ltd,paid,NET30,PO-27599,2026-04-28,2026-05-28,1200-AR,4100-Usage-Rev,ERP
INV-000217,SO-00065,CTR-00083,CUST-0031,2026-05-28,2026-06-27,59737.83,11947.57,71685.4,GBP,Acme UK Ltd,paid,NET30,PO-27599,2026-05-28,2026-06-28,1200-AR,4100-Usage-Rev,ERP
INV-000218,SO-00065,CTR-00083,CUST-0031,2026-06-28,2026-07-28,59937.93,11987.59,71925.52,GBP,Acme UK Ltd,open,NET30,PO-27599,2026-06-28,2026-07-28,1200-AR,4100-Usage-Rev,ERP
INV-000219,SO-00066,CTR-00084,CUST-0031,2025-11-30,2025-12-30,88937.01,17787.4,106724.41,GBP,Acme UK Ltd,open,NET30,PO-48750,2025-11-30,2025-12-30,1200-AR,4200-Services-Rev,ERP
INV-000220,SO-00066,CTR-00084,CUST-0031,2025-12-30,2026-01-29,88937.01,17787.4,106724.41,GBP,Acme UK Ltd,paid,NET30,PO-48750,2025-12-30,2026-01-30,1200-AR,4200-Services-Rev,ERP
INV-000221,SO-00067,CTR-00085,CUST-0031,2025-08-30,2025-09-29,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2025-08-30,2025-09-30,1200-AR,4000-Subscription-Rev,ERP
INV-000222,SO-00067,CTR-00085,CUST-0031,2025-09-30,2025-10-30,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2025-09-30,2025-10-30,1200-AR,4000-Subscription-Rev,ERP
INV-000223,SO-00067,CTR-00085,CUST-0031,2025-10-30,2025-11-29,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2025-10-30,2025-11-30,1200-AR,4000-Subscription-Rev,ERP
INV-000224,SO-00067,CTR-00085,CUST-0031,2025-11-30,2025-12-30,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000225,SO-00067,CTR-00085,CUST-0031,2025-12-30,2026-01-29,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000226,SO-00067,CTR-00085,CUST-0031,2026-01-30,2026-03-01,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000227,SO-00067,CTR-00085,CUST-0031,2026-02-28,2026-03-30,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,open,NET30,PO-55279,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000228,SO-00067,CTR-00085,CUST-0031,2026-03-28,2026-04-27,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000229,SO-00067,CTR-00085,CUST-0031,2026-04-28,2026-05-28,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000230,SO-00067,CTR-00085,CUST-0031,2026-05-28,2026-06-27,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,paid,NET30,PO-55279,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000231,SO-00067,CTR-00085,CUST-0031,2026-06-28,2026-07-28,31850.39,6370.08,38220.47,GBP,Acme UK Ltd,open,NET30,PO-55279,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000232,SO-00068,CTR-00086,CUST-0031,2025-12-30,2026-01-29,203464.57,40692.91,244157.48,GBP,Acme UK Ltd,paid,NET30,PO-85621,2025-12-30,2026-01-30,1200-AR,4300-Implementation-Rev,ERP
INV-000233,SO-00069,CTR-00087,CUST-0032,2025-09-30,2025-10-30,78888.89,15777.78,94666.67,EUR,Acme EU GmbH,open,NET30,,2025-09-30,2025-10-30,1200-AR,4300-Implementation-Rev,ERP
INV-000234,SO-00070,CTR-00088,CUST-0032,2025-09-30,2025-10-30,15462.96,3092.59,18555.55,EUR,Acme EU GmbH,paid,NET30,,2025-09-30,2025-10-30,1200-AR,4200-Services-Rev,ERP
INV-000235,SO-00070,CTR-00088,CUST-0032,2025-10-30,2025-11-29,15462.96,3092.59,18555.55,EUR,Acme EU GmbH,paid,NET30,,2025-10-30,2025-11-30,1200-AR,4200-Services-Rev,ERP
INV-000236,SO-00070,CTR-00088,CUST-0032,2025-11-30,2025-12-30,15462.96,3092.59,18555.55,EUR,Acme EU GmbH,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4200-Services-Rev,ERP
INV-000237,SO-00071,CTR-00089,CUST-0032,2025-11-30,2025-12-30,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2025-11-30,2025-12-30,1200-AR,4000-Subscription-Rev,ERP
INV-000238,SO-00071,CTR-00089,CUST-0032,2025-12-30,2026-01-29,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2025-12-30,2026-01-30,1200-AR,4000-Subscription-Rev,ERP
INV-000239,SO-00071,CTR-00089,CUST-0032,2026-01-30,2026-03-01,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2026-01-30,2026-02-28,1200-AR,4000-Subscription-Rev,ERP
INV-000240,SO-00071,CTR-00089,CUST-0032,2026-02-28,2026-03-30,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2026-02-28,2026-03-28,1200-AR,4000-Subscription-Rev,ERP
INV-000241,SO-00071,CTR-00089,CUST-0032,2026-03-28,2026-04-27,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2026-03-28,2026-04-28,1200-AR,4000-Subscription-Rev,ERP
INV-000242,SO-00071,CTR-00089,CUST-0032,2026-04-28,2026-05-28,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2026-04-28,2026-05-28,1200-AR,4000-Subscription-Rev,ERP
INV-000243,SO-00071,CTR-00089,CUST-0032,2026-05-28,2026-06-27,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,paid,NET30,,2026-05-28,2026-06-28,1200-AR,4000-Subscription-Rev,ERP
INV-000244,SO-00071,CTR-00089,CUST-0032,2026-06-28,2026-07-28,13773.15,2754.63,16527.78,EUR,Acme EU GmbH,open,NET30,,2026-06-28,2026-07-28,1200-AR,4000-Subscription-Rev,ERP
INV-000245,SO-00072,CTR-00090,CUST-0033,2026-01-30,2026-02-14,1579100.0,0.0,1579100.0,USD,Acme US Inc,paid,NET15,,2026-01-30,2026-02-28,1200-AR,4200-Services-Rev,ERP
INV-000246,SO-00073,CTR-00091,CUST-0033,2025-06-30,2025-07-15,450950.0,0.0,450950.0,USD,Acme US Inc,paid,NET15,,2025-06-30,2025-07-30,1200-AR,4200-Services-Rev,ERP
INV-000247,SO-00073,CTR-00091,CUST-0033,2025-07-30,2025-08-14,450950.0,0.0,450950.0,USD,Acme US Inc,paid,NET15,,2025-07-30,2025-08-30,1200-AR,4200-Services-Rev,ERP
